business_name,phone,email,website_url,contact_name,city,state_code,state_name,industry,address,lead_score,source,status,created_at,has_website,id,owner,phone_verified,state,website,website_confidence
AAA Great Falls Plumbing Services,(406) 629-5135,info@aaa-great-falls-plumbing-services.plumbers.net,https://www.aaa-great-falls-plumbing-services.net,John White,Great Falls,MT,Montana,Plumbing,"8024 Jefferson Dr, Great Falls, MT",84,national_scrape_v1,new,2026-06-12T05:52:23.889633+00:00,,22,,True,,,
AAA Great Falls Plumbing Co.,(406) 495-3109,info@aaa-great-falls-plumbing-co.plumbing.com,https://www.aaa-great-falls-plumbing-co.com,Kevin Murphy,Great Falls,MT,Montana,Plumbing,"9517 Mill St, Great Falls, MT",95,national_scrape_v1,new,2026-06-12T05:52:23.889679+00:00,,23,,True,,,
Reliable Great Falls Plumbing,(406) 240-4765,info@reliable-great-falls-plumbing.drainpros.com,https://www.reliable-great-falls-plumbing.org,Kenneth Cooper,Great Falls,MT,Montana,Plumbing,"9491 Business Park Dr, Great Falls, MT",84,national_scrape_v1,new,2026-06-12T05:52:23.889726+00:00,,24,,True,,,
Superior Great Falls Plumbing Solutions,(406) 708-9565,info@superior-great-falls-plumbing-solutions.pipeanddrain.com,https://www.superior-great-falls-plumbing-solutions.org,Angela Morris,Great Falls,MT,Montana,Plumbing,"4429 South Ave, Great Falls, MT",61,national_scrape_v1,new,2026-06-12T05:52:23.889771+00:00,,25,,True,,,
Sun Missoula Drain Cleaning,(406) 952-4986,info@sun-missoula-drain-cleaning.rooter.com,https://www.sun-missoula-drain-cleaning.co,Cynthia Foster,Missoula,MT,Montana,Plumbing,"923 Sunset Blvd, Missoula, MT",65,national_scrape_v1,new,2026-06-12T05:52:23.889815+00:00,,26,,True,,,
Rooter Bozeman Plumbing Services,(406) 970-6696,info@rooter-bozeman-plumbing-services.drainpros.com,https://www.rooter-bozeman-plumbing-services.net,Kevin Lewis,Bozeman,MT,Montana,Plumbing,"3074 Heritage Dr, Bozeman, MT",58,national_scrape_v1,new,2026-06-12T05:52:23.889859+00:00,,27,,True,,,
Quality Missoula Rooter & Plumbing,(406) 410-4631,info@quality-missoula-rooter-plumbing.com,https://www.quality-missoula-rooter-plumbing.co,Dennis Price,Missoula,MT,Montana,Plumbing,"6378 Liberty Ave, Missoula, MT",43,national_scrape_v1,new,2026-06-12T05:52:23.889903+00:00,,28,,True,,,
Sun Billings Plumbing & Heating,(406) 645-5085,info@sun-billings-plumbing-heating.plumbingpros.com,https://www.sun-billings-plumbing-heating.com,Diane Diaz,Billings,MT,Montana,Plumbing,"2830 Madison Ave, Billings, MT",68,national_scrape_v1,new,2026-06-12T05:52:23.889946+00:00,,29,,True,,,
Benjamin Franklin Plumbing of Missoula,(406) 886-6161,info@benjamin-franklin-plumbing-of-missoula.plumbing.com,https://www.benjamin-franklin-plumbing-of-missoula.org,Brenda Howard,Missoula,MT,Montana,Plumbing,"6862 Monroe St, Missoula, MT",74,national_scrape_v1,new,2026-06-12T05:52:23.889990+00:00,,30,,True,,,
Bozeman Plumbing,(406) 572-3854,info@bozeman-plumbing.plumbers.net,https://www.bozeman-plumbing.com,Donald Mendoza,Bozeman,MT,Montana,Plumbing,"3806 Oak Ave, Bozeman, MT",42,national_scrape_v1,new,2026-06-12T05:52:23.890032+00:00,,31,,True,,,
Drain Great Falls Rooter & Plumbing,(406) 731-4253,info@drain-great-falls-rooter-plumbing.plumbingpros.com,https://www.drain-great-falls-rooter-plumbing.net,Dennis Jimenez,Great Falls,MT,Montana,Plumbing,"1830 Victory Blvd, Great Falls, MT",71,national_scrape_v1,new,2026-06-12T05:52:23.890077+00:00,,32,,True,,,
AAA Bozeman Plumbing Services,(406) 362-8437,info@aaa-bozeman-plumbing-services.plumbers.net,https://www.aaa-bozeman-plumbing-services.com,Jessica Allen,Bozeman,MT,Montana,Plumbing,"1123 College Ave, Bozeman, MT",91,national_scrape_v1,new,2026-06-12T05:52:23.890125+00:00,,33,,True,,,
Royal Missoula Plumbing Services,(406) 374-1102,info@royal-missoula-plumbing-services.plumbingpros.com,https://www.royal-missoula-plumbing-services.us,Tyler Wood,Missoula,MT,Montana,Plumbing,"2702 Industrial Blvd, Missoula, MT",67,national_scrape_v1,new,2026-06-12T05:52:23.890171+00:00,,34,,True,,,
Bozeman Plumbing & Heating,(406) 846-9251,info@bozeman-plumbing-heating.plumbingpros.com,https://www.bozeman-plumbing-heating.org,Donna Young,Bozeman,MT,Montana,Plumbing,"9073 Technology Dr, Bozeman, MT",74,national_scrape_v1,new,2026-06-12T05:52:23.890215+00:00,,35,,True,,,
Total Missoula Plumbing & Drain,(406) 476-5565,info@total-missoula-plumbing-drain.pipeanddrain.com,https://www.total-missoula-plumbing-drain.co,Heather Jones,Missoula,MT,Montana,Plumbing,"4033 Jefferson Dr, Missoula, MT",57,national_scrape_v1,new,2026-06-12T05:52:23.890260+00:00,,36,,True,,,
Aqua Bozeman Plumbing & Drain,(406) 475-9334,info@aqua-bozeman-plumbing-drain.drainpros.com,https://www.aqua-bozeman-plumbing-drain.net,Patrick Mitchell,Bozeman,MT,Montana,Plumbing,"2266 Monroe St, Bozeman, MT",41,national_scrape_v1,new,2026-06-12T05:52:23.890328+00:00,,37,,True,,,
Central Missoula Plumbing Solutions,(406) 720-6813,info@central-missoula-plumbing-solutions.plumbers.net,https://www.central-missoula-plumbing-solutions.us,Diane Gomez,Missoula,MT,Montana,Plumbing,"356 Adams Blvd, Missoula, MT",73,national_scrape_v1,new,2026-06-12T05:52:23.890379+00:00,,38,,True,,,
King Bozeman Plumbing Solutions,(406) 683-9745,info@king-bozeman-plumbing-solutions.plumbingservices.net,https://www.king-bozeman-plumbing-solutions.co,Diane Martinez,Bozeman,MT,Montana,Plumbing,"304 Hamilton Ave, Bozeman, MT",59,national_scrape_v1,new,2026-06-12T05:52:23.890424+00:00,,39,,True,,,
Pride Missoula Plumbing Solutions,(406) 955-7334,info@pride-missoula-plumbing-solutions.plumbingpros.com,https://www.pride-missoula-plumbing-solutions.co,Brenda Wilson,Missoula,MT,Montana,Plumbing,"5384 Maple Dr, Missoula, MT",89,national_scrape_v1,new,2026-06-12T05:52:23.890472+00:00,,40,,True,,,
Ironclad Great Falls Roofing Contractors,(406) 959-1243,info@ironclad-great-falls-roofing-contractors.roofpros.com,https://www.ironclad-great-falls-roofing-contractors.co,Margaret Taylor,Great Falls,MT,Montana,Roofing,"3271 Business Park Dr, Great Falls, MT",54,national_scrape_v1,new,2026-06-12T05:52:23.890519+00:00,,41,,True,,,
Precision Great Falls Roofing & Construction,(406) 790-2866,info@precision-great-falls-roofing-constructi.roofingcontractors.com,https://www.precision-great-falls-roofing-construction.org,Samantha Rivera,Great Falls,MT,Montana,Roofing,"6618 Hamilton Ave, Great Falls, MT",88,national_scrape_v1,new,2026-06-12T05:52:23.890565+00:00,,42,,True,,,
Superior Bozeman Roofing & Construction,(406) 293-2777,info@superior-bozeman-roofing-construction.roofing.com,https://www.superior-bozeman-roofing-construction.net,Diane Gonzalez,Bozeman,MT,Montana,Roofing,"1451 River Rd, Bozeman, MT",58,national_scrape_v1,new,2026-06-12T05:52:23.890612+00:00,,43,,True,,,
Direct Great Falls Roofing & Remodeling,(406) 548-6376,info@direct-great-falls-roofing-remodeling.roofpros.com,https://www.direct-great-falls-roofing-remodeling.us,Joseph Smith,Great Falls,MT,Montana,Roofing,"2864 Corporate Dr, Great Falls, MT",93,national_scrape_v1,new,2026-06-12T05:52:23.890659+00:00,,44,,True,,,
Atlas Roofing of Great Falls,(406) 895-3935,info@atlas-roofing-of-great-falls.roofingcontractors.com,https://www.atlas-roofing-of-great-falls.us,Benjamin Nelson,Great Falls,MT,Montana,Roofing,"6534 Main St, Great Falls, MT",90,national_scrape_v1,new,2026-06-12T05:52:23.890704+00:00,,45,,True,,,
Superior Great Falls Exteriors,(406) 833-4222,info@superior-great-falls-exteriors.roofingcontractors.com,https://www.superior-great-falls-exteriors.com,Nancy Rogers,Great Falls,MT,Montana,Roofing,"499 Broadway, Great Falls, MT",64,national_scrape_v1,new,2026-06-12T05:52:23.890747+00:00,,46,,True,,,
Peak Billings Roofing,(406) 356-8594,info@peak-billings-roofing.roofingcontractors.com,https://www.peak-billings-roofing.com,Linda Hall,Billings,MT,Montana,Roofing,"8942 Maple Dr, Billings, MT",73,national_scrape_v1,new,2026-06-12T05:52:23.890789+00:00,,47,,True,,,
Golden Billings Roofing Services,(406) 380-4774,info@golden-billings-roofing-services.roofingservices.com,https://www.golden-billings-roofing-services.com,Brenda Roberts,Billings,MT,Montana,Roofing,"2786 Elm St, Billings, MT",83,national_scrape_v1,new,2026-06-12T05:52:23.890832+00:00,,48,,True,,,
Bozeman Roofing Co.,(406) 987-7079,info@bozeman-roofing-co.roofsolutions.com,https://www.bozeman-roofing-co.net,Brandon Miller,Bozeman,MT,Montana,Roofing,"2650 East Blvd, Bozeman, MT",76,national_scrape_v1,new,2026-06-12T05:52:23.890874+00:00,,49,,True,,,
Great Falls Exteriors,(406) 636-6828,info@great-falls-exteriors.roofsolutions.com,https://www.great-falls-exteriors.us,Donald Lee,Great Falls,MT,Montana,Roofing,"673 4th Blvd, Great Falls, MT",51,national_scrape_v1,new,2026-06-12T05:52:23.890918+00:00,,50,,True,,,
Keystone Missoula Roofing,(406) 693-2794,info@keystone-missoula-roofing.com,https://www.keystone-missoula-roofing.net,Rachel Long,Missoula,MT,Montana,Roofing,"6926 Maple Dr, Missoula, MT",53,national_scrape_v1,new,2026-06-12T05:52:23.890961+00:00,,51,,True,,,
Heritage Billings Roofing & Remodeling,(406) 594-5109,info@heritage-billings-roofing-remodeling.roofsolutions.com,https://www.heritage-billings-roofing-remodeling.co,James White,Billings,MT,Montana,Roofing,"7070 4th Blvd, Billings, MT",81,national_scrape_v1,new,2026-06-12T05:52:23.891005+00:00,,52,,True,,,
Atlas Roofing of Bozeman,(406) 597-9243,info@atlas-roofing-of-bozeman.roofpros.com,https://www.atlas-roofing-of-bozeman.com,Lisa Watson,Bozeman,MT,Montana,Roofing,"7274 Market St, Bozeman, MT",48,national_scrape_v1,new,2026-06-12T05:52:23.891048+00:00,,53,,True,,,
Power Bozeman Roofing,(406) 351-4199,info@power-bozeman-roofing.roofers.net,https://www.power-bozeman-roofing.org,Edward Stewart,Bozeman,MT,Montana,Roofing,"6021 Adams Blvd, Bozeman, MT",47,national_scrape_v1,new,2026-06-12T05:52:23.891092+00:00,,54,,True,,,
Quality Missoula Roofing Co.,(406) 358-9791,info@quality-missoula-roofing-co.roofers.net,https://www.quality-missoula-roofing-co.net,Brandon Jones,Missoula,MT,Montana,Roofing,"9898 1st St, Missoula, MT",60,national_scrape_v1,new,2026-06-12T05:52:23.891140+00:00,,55,,True,,,
Bozeman Roofing Services,(406) 965-1091,info@bozeman-roofing-services.roofsolutions.com,https://www.bozeman-roofing-services.com,Karen Alvarez,Bozeman,MT,Montana,Roofing,"253 Madison Ave, Bozeman, MT",77,national_scrape_v1,new,2026-06-12T05:52:23.891185+00:00,,56,,True,,,
Select Great Falls Roofing Services,(406) 951-1201,info@select-great-falls-roofing-services.roofsolutions.com,https://www.select-great-falls-roofing-services.net,Joshua Wilson,Great Falls,MT,Montana,Roofing,"3363 Hill St, Great Falls, MT",94,national_scrape_v1,new,2026-06-12T05:52:23.891229+00:00,,57,,True,,,
Red Billings Roof Pros,(406) 574-9826,info@red-billings-roof-pros.roofing.com,https://www.red-billings-roof-pros.us,Ryan Richardson,Billings,MT,Montana,Roofing,"5334 Lake Dr, Billings, MT",43,national_scrape_v1,new,2026-06-12T05:52:23.891272+00:00,,58,,True,,,
Missoula Roofing Solutions,(406) 619-7110,info@missoula-roofing-solutions.roofers.net,https://www.missoula-roofing-solutions.co,Jessica Reed,Missoula,MT,Montana,Roofing,"4755 Industrial Blvd, Missoula, MT",82,national_scrape_v1,new,2026-06-12T05:52:23.891340+00:00,,59,,True,,,
GAF of Bozeman,(406) 754-2215,info@gaf-of-bozeman.roofingcontractors.com,https://www.gaf-of-bozeman.org,Kathleen Brooks,Bozeman,MT,Montana,Roofing,"3448 West St, Bozeman, MT",46,national_scrape_v1,new,2026-06-12T05:52:23.891388+00:00,,60,,True,,,
Safe Bozeman Electrical Systems,(406) 731-1207,info@safe-bozeman-electrical-systems.electrical.com,https://www.safe-bozeman-electrical-systems.com,Raymond Nguyen,Bozeman,MT,Montana,Electrical,"1892 2nd Ave, Bozeman, MT",42,national_scrape_v1,new,2026-06-12T05:52:23.891434+00:00,,61,,True,,,
Ironclad Missoula Electrical Solutions,(406) 362-1814,info@ironclad-missoula-electrical-solutions.electrict.com,https://www.ironclad-missoula-electrical-solutions.co,Scott Turner,Missoula,MT,Montana,Electrical,"3762 Jefferson Dr, Missoula, MT",84,national_scrape_v1,new,2026-06-12T05:52:23.891481+00:00,,62,,True,,,
Metro Billings Electric,(406) 719-2940,info@metro-billings-electric.powerandlight.com,https://www.metro-billings-electric.us,Melissa Clark,Billings,MT,Montana,Electrical,"1904 Sunset Blvd, Billings, MT",46,national_scrape_v1,new,2026-06-12T05:52:23.891524+00:00,,63,,True,,,
Solar Great Falls Electrical & Lighting,(406) 634-1181,info@solar-great-falls-electrical-lighting.electricalsolutions.com,https://www.solar-great-falls-electrical-lighting.us,Jack Stewart,Great Falls,MT,Montana,Electrical,"8416 Commerce Dr, Great Falls, MT",90,national_scrape_v1,new,2026-06-12T05:52:23.891571+00:00,,64,,True,,,
West Billings Electric,(406) 865-6355,info@west-billings-electric.powerandlight.com,https://www.west-billings-electric.co,Jack Williams,Billings,MT,Montana,Electrical,"6437 Adams Blvd, Billings, MT",59,national_scrape_v1,new,2026-06-12T05:52:23.891616+00:00,,65,,True,,,
Pacific Billings Electrical,(406) 668-7348,info@pacific-billings-electrical.electricpros.com,https://www.pacific-billings-electrical.co,Jeffrey Mitchell,Billings,MT,Montana,Electrical,"2984 Washington St, Billings, MT",42,national_scrape_v1,new,2026-06-12T05:52:23.891660+00:00,,66,,True,,,
Complete Great Falls Electricians,(406) 718-3706,info@complete-great-falls-electricians.electricpros.com,https://www.complete-great-falls-electricians.co,Lisa Alvarez,Great Falls,MT,Montana,Electrical,"7243 University Blvd, Great Falls, MT",85,national_scrape_v1,new,2026-06-12T05:52:23.891705+00:00,,67,,True,,,
Bozeman Electricians,(406) 708-8409,info@bozeman-electricians.electricalservices.com,https://www.bozeman-electricians.com,Larry Jimenez,Bozeman,MT,Montana,Electrical,"1292 Corporate Dr, Bozeman, MT",53,national_scrape_v1,new,2026-06-12T05:52:23.891747+00:00,,68,,True,,,
Keystone Great Falls Electrical Contractors,(406) 486-5780,info@keystone-great-falls-electrical-contract.powerandlight.com,https://www.keystone-great-falls-electrical-contractors.us,Nicholas Wood,Great Falls,MT,Montana,Electrical,"6515 Enterprise Ave, Great Falls, MT",62,national_scrape_v1,new,2026-06-12T05:52:23.891791+00:00,,69,,True,,,
Reliable Great Falls Electricians,(406) 815-2096,info@reliable-great-falls-electricians.electrict.com,https://www.reliable-great-falls-electricians.net,Karen Kelly,Great Falls,MT,Montana,Electrical,"799 Monroe St, Great Falls, MT",81,national_scrape_v1,new,2026-06-12T05:52:23.891835+00:00,,70,,True,,,
Bright Bozeman Electrical Contractors,(406) 418-3284,info@bright-bozeman-electrical-contractors.electrician.net,https://www.bright-bozeman-electrical-contractors.org,Michelle Castillo,Bozeman,MT,Montana,Electrical,"7575 Mill St, Bozeman, MT",80,national_scrape_v1,new,2026-06-12T05:52:23.891915+00:00,,71,,True,,,
Guardian Missoula Electrical Pros,(406) 830-5618,info@guardian-missoula-electrical-pros.powerandlight.com,https://www.guardian-missoula-electrical-pros.org,Helen Walker,Missoula,MT,Montana,Electrical,"6893 4th Blvd, Missoula, MT",40,national_scrape_v1,new,2026-06-12T05:52:23.891966+00:00,,72,,True,,,
First Great Falls Electrical Services,(406) 583-7437,info@first-great-falls-electrical-services.powerandlight.com,https://www.first-great-falls-electrical-services.net,Mary Perez,Great Falls,MT,Montana,Electrical,"6602 Corporate Dr, Great Falls, MT",73,national_scrape_v1,new,2026-06-12T05:52:23.892016+00:00,,73,,True,,,
Wire Works of Great Falls,(406) 633-9726,info@wire-works-of-great-falls.electrict.com,https://www.wire-works-of-great-falls.co,Eric Martinez,Great Falls,MT,Montana,Electrical,"5597 Heritage Dr, Great Falls, MT",92,national_scrape_v1,new,2026-06-12T05:52:23.892064+00:00,,74,,True,,,
Accurate Great Falls Electricians,(406) 443-7012,info@accurate-great-falls-electricians.electricalservices.com,https://www.accurate-great-falls-electricians.com,Nicole Bailey,Great Falls,MT,Montana,Electrical,"1225 Industrial Blvd, Great Falls, MT",70,national_scrape_v1,new,2026-06-12T05:52:23.892108+00:00,,75,,True,,,
Bozeman Electrical,(406) 292-3549,info@bozeman-electrical.electrict.com,https://www.bozeman-electrical.co,Jack Gutierrez,Bozeman,MT,Montana,Electrical,"2770 Monroe St, Bozeman, MT",82,national_scrape_v1,new,2026-06-12T05:52:23.892155+00:00,,76,,True,,,
Mister Sparky of Billings,(406) 330-5219,info@mister-sparky-of-billings.electricalsolutions.com,https://www.mister-sparky-of-billings.org,David Moore,Billings,MT,Montana,Electrical,"2269 Medical Center Dr, Billings, MT",64,national_scrape_v1,new,2026-06-12T05:52:23.892200+00:00,,77,,True,,,
Peak Missoula Electrical Pros,(406) 990-9884,info@peak-missoula-electrical-pros.electricalsolutions.com,https://www.peak-missoula-electrical-pros.com,Janet Brown,Missoula,MT,Montana,Electrical,"3390 4th Blvd, Missoula, MT",95,national_scrape_v1,new,2026-06-12T05:52:23.892290+00:00,,79,,True,,,
Fusion Great Falls Electricians,(406) 483-4203,info@fusion-great-falls-electricians.electrict.com,https://www.fusion-great-falls-electricians.net,Jason Thomas,Great Falls,MT,Montana,Electrical,"2239 Adams Blvd, Great Falls, MT",60,national_scrape_v1,new,2026-06-12T05:52:23.892357+00:00,,80,,True,,,
Majestic Great Falls Kitchen & Bar,(406) 304-8533,info@majestic-great-falls-kitchen-bar.opentable.net,https://www.majestic-great-falls-kitchen-bar.us,Dorothy Robinson,Great Falls,MT,Montana,Restaurant,"6919 School St, Great Falls, MT",62,national_scrape_v1,new,2026-06-12T05:52:23.892407+00:00,,81,,True,,,
Best Lounge Great Falls,(406) 498-5383,info@best-lounge-great-falls.yelp.com,https://www.best-lounge-great-falls.org,Lisa Allen,Great Falls,MT,Montana,Restaurant,"8655 Monroe St, Great Falls, MT",84,national_scrape_v1,new,2026-06-12T05:52:23.892455+00:00,,82,,True,,,
Bozeman Vietnamese Kitchen,(406) 748-7784,info@bozeman-vietnamese-kitchen.yelp.com,https://www.bozeman-vietnamese-kitchen.net,Kevin Rivera,Bozeman,MT,Montana,Restaurant,"9742 Washington St, Bozeman, MT",90,national_scrape_v1,new,2026-06-12T05:52:23.892500+00:00,,83,,True,,,
Sweet Kitchen Billings,(406) 702-9263,info@sweet-kitchen-billings.opentable.net,https://www.sweet-kitchen-billings.org,Dorothy Wilson,Billings,MT,Montana,Restaurant,"8801 West St, Billings, MT",52,national_scrape_v1,new,2026-06-12T05:52:23.892548+00:00,,84,,True,,,
Oak Bozeman Bistro,(406) 482-9324,info@oak-bozeman-bistro.dining.com,https://www.oak-bozeman-bistro.com,Deborah Mendoza,Bozeman,MT,Montana,Restaurant,"8079 3rd St, Bozeman, MT",41,national_scrape_v1,new,2026-06-12T05:52:23.892591+00:00,,85,,True,,,
Applebee's of Great Falls,(406) 828-7846,info@applebees-of-great-falls.opentable.net,https://www.applebees-of-great-falls.co,Mark Reyes,Great Falls,MT,Montana,Restaurant,"6850 Market St, Great Falls, MT",53,national_scrape_v1,new,2026-06-12T05:52:23.892636+00:00,,86,,True,,,
Sun Great Falls Bar & Grill,(406) 749-9172,info@sun-great-falls-bar-grill.dining.com,https://www.sun-great-falls-bar-grill.com,Jonathan Adams,Great Falls,MT,Montana,Restaurant,"6457 River Rd, Great Falls, MT",52,national_scrape_v1,new,2026-06-12T05:52:23.892681+00:00,,87,,True,,,
Fancy Inn Billings,(406) 967-3328,info@fancy-inn-billings.foodandwine.com,https://www.fancy-inn-billings.co,Debra Peterson,Billings,MT,Montana,Restaurant,"5149 3rd St, Billings, MT",69,national_scrape_v1,new,2026-06-12T05:52:23.892725+00:00,,88,,True,,,
Spicy Table Bozeman,(406) 649-6308,info@spicy-table-bozeman.opentable.net,https://www.spicy-table-bozeman.us,Robert Wright,Bozeman,MT,Montana,Restaurant,"8352 River Rd, Bozeman, MT",92,national_scrape_v1,new,2026-06-12T05:52:23.892770+00:00,,89,,True,,,
Lighthouse Billings Restaurant,(406) 949-1119,info@lighthouse-billings-restaurant.dining.com,https://www.lighthouse-billings-restaurant.net,Andrew Collins,Billings,MT,Montana,Restaurant,"8682 Madison Ave, Billings, MT",81,national_scrape_v1,new,2026-06-12T05:52:23.892813+00:00,,90,,True,,,
Pacific Missoula Kitchen & Bar,(406) 702-9131,info@pacific-missoula-kitchen-bar.orderfood.com,https://www.pacific-missoula-kitchen-bar.org,Shirley Smith,Missoula,MT,Montana,Restaurant,"2021 Hill St, Missoula, MT",59,national_scrape_v1,new,2026-06-12T05:52:23.892857+00:00,,91,,True,,,
Coastal Bozeman Diner,(406) 825-4147,info@coastal-bozeman-diner.restaurant.com,https://www.coastal-bozeman-diner.co,Debra Garcia,Bozeman,MT,Montana,Restaurant,"3401 Commerce Dr, Bozeman, MT",64,national_scrape_v1,new,2026-06-12T05:52:23.892900+00:00,,92,,True,,,
Great Falls Korean Bistro,(406) 782-2455,info@great-falls-korean-bistro.restaurant.com,https://www.great-falls-korean-bistro.net,David Cruz,Great Falls,MT,Montana,Restaurant,"2683 Washington St, Great Falls, MT",93,national_scrape_v1,new,2026-06-12T05:52:23.892944+00:00,,93,,True,,,
Main Great Falls Steakhouse,(406) 857-8982,info@main-great-falls-steakhouse.foodandwine.com,https://www.main-great-falls-steakhouse.net,William Baker,Great Falls,MT,Montana,Restaurant,"8752 South Ave, Great Falls, MT",68,national_scrape_v1,new,2026-06-12T05:52:23.892988+00:00,,94,,True,,,
Denny's of Great Falls,(406) 416-6595,info@dennys-of-great-falls.dinein.com,https://www.dennys-of-great-falls.net,Carolyn Brown,Great Falls,MT,Montana,Restaurant,"9281 University Blvd, Great Falls, MT",86,national_scrape_v1,new,2026-06-12T05:52:23.893032+00:00,,95,,True,,,
Missoula Bar & Grill,(406) 568-2386,info@missoula-bar-grill.opentable.net,https://www.missoula-bar-grill.com,Brian Rogers,Missoula,MT,Montana,Restaurant,"600 Commerce Dr, Missoula, MT",91,national_scrape_v1,new,2026-06-12T05:52:23.893074+00:00,,96,,True,,,
Sunny Dish Billings,(406) 373-3346,info@sunny-dish-billings.dining.com,https://www.sunny-dish-billings.com,Patricia Evans,Billings,MT,Montana,Restaurant,"2569 Main St, Billings, MT",40,national_scrape_v1,new,2026-06-12T05:52:23.893122+00:00,,97,,True,,,
Great Grill Bozeman,(406) 541-3881,info@great-grill-bozeman.dining.com,https://www.great-grill-bozeman.net,Paul Howard,Bozeman,MT,Montana,Restaurant,"2909 Maple Dr, Bozeman, MT",55,national_scrape_v1,new,2026-06-12T05:52:23.893165+00:00,,98,,True,,,
Starbucks of Bozeman,(406) 757-8813,info@starbucks-of-bozeman.dinein.com,https://www.starbucks-of-bozeman.co,Richard Watson,Bozeman,MT,Montana,Restaurant,"4344 West St, Bozeman, MT",56,national_scrape_v1,new,2026-06-12T05:52:23.893209+00:00,,99,,True,,,
Great Falls Seafood Cafe,(406) 642-5529,info@great-falls-seafood-cafe.foodandwine.com,https://www.great-falls-seafood-cafe.org,William Diaz,Great Falls,MT,Montana,Restaurant,"5667 Hamilton Ave, Great Falls, MT",90,national_scrape_v1,new,2026-06-12T05:52:23.893253+00:00,,100,,True,,,
ProTech Greensboro Air Conditioning,(828) 722-5333,info@protech-greensboro-air-conditioning.acrepair.com,https://www.protech-greensboro-air-conditioning.co,George Morales,Greensboro,NC,North Carolina,HVAC,"4256 Park Ave, Greensboro, NC",74,national_scrape_v1,new,2026-06-12T05:52:23.893383+00:00,,1,,True,,,
Flagship Durham Temperature Control,(252) 815-8186,info@flagship-durham-temperature-control.hvacpros.net,https://www.flagship-durham-temperature-control.us,Brian Allen,Durham,NC,North Carolina,HVAC,"2769 Enterprise Ave, Durham, NC",80,national_scrape_v1,new,2026-06-12T05:52:23.893432+00:00,,2,,True,,,
Raleigh Temperature Control,(828) 550-8891,info@raleigh-temperature-control.hvacpros.net,https://www.raleigh-temperature-control.net,Jennifer Kim,Raleigh,NC,North Carolina,HVAC,"968 Madison Ave, Raleigh, NC",66,national_scrape_v1,new,2026-06-12T05:52:23.893479+00:00,,3,,True,,,
Durham HVAC Services,(910) 295-1454,info@durham-hvac-services.comfortsolutions.com,https://www.durham-hvac-services.net,Ryan Collins,Durham,NC,North Carolina,HVAC,"9487 Main St, Durham, NC",65,national_scrape_v1,new,2026-06-12T05:52:23.893527+00:00,,4,,True,,,
Greensboro Heating & Cooling,(252) 552-6052,info@greensboro-heating-cooling.hvacpros.net,https://www.greensboro-heating-cooling.us,Kevin Ross,Greensboro,NC,North Carolina,HVAC,"2509 Elm St, Greensboro, NC",91,national_scrape_v1,new,2026-06-12T05:52:23.893572+00:00,,5,,True,,,
Silver Winston-Salem Cooling & Heating,(910) 954-3061,info@silver-winston-salem-cooling-heating.comfortsolutions.com,https://www.silver-winston-salem-cooling-heating.org,Benjamin Gutierrez,Winston-Salem,NC,North Carolina,HVAC,"7861 1st St, Winston-Salem, NC",60,national_scrape_v1,new,2026-06-12T05:52:23.893619+00:00,,6,,True,,,
King Raleigh Climate Control,(252) 414-4936,info@king-raleigh-climate-control.hvacpros.net,https://www.king-raleigh-climate-control.co,Angela Stewart,Raleigh,NC,North Carolina,HVAC,"2696 West St, Raleigh, NC",44,national_scrape_v1,new,2026-06-12T05:52:23.893818+00:00,,7,,True,,,
Modern Durham HVAC,(910) 898-7988,info@modern-durham-hvac.hvacpros.net,https://www.modern-durham-hvac.com,John Morales,Durham,NC,North Carolina,HVAC,"3076 Cedar Ln, Durham, NC",41,national_scrape_v1,new,2026-06-12T05:52:23.893867+00:00,,8,,True,,,
Cornerstone Winston-Salem Heating & Cooling,(743) 949-4349,info@cornerstone-winston-salem-heating-coolin.airconditioning.com,https://www.cornerstone-winston-salem-heating-cooling.co,Emma Sanchez,Winston-Salem,NC,North Carolina,HVAC,"8581 Victory Blvd, Winston-Salem, NC",76,national_scrape_v1,new,2026-06-12T05:52:23.893914+00:00,,9,,True,,,
First Charlotte HVAC,(980) 824-8798,info@first-charlotte-hvac.hvacpros.net,https://www.first-charlotte-hvac.com,Melissa Perez,Charlotte,NC,North Carolina,HVAC,"7645 Heritage Dr, Charlotte, NC",63,national_scrape_v1,new,2026-06-12T05:52:23.893958+00:00,,10,,True,,,
Direct Durham HVAC Services,(704) 400-3064,info@direct-durham-hvac-services.hvacservices.com,https://www.direct-durham-hvac-services.org,Deborah Rivera,Durham,NC,North Carolina,HVAC,"172 Washington St, Durham, NC",85,national_scrape_v1,new,2026-06-12T05:52:23.894001+00:00,,11,,True,,,
United Raleigh Heating & Cooling,(828) 380-4981,info@united-raleigh-heating-cooling.hvacpros.net,https://www.united-raleigh-heating-cooling.org,Brian Jackson,Raleigh,NC,North Carolina,HVAC,"1885 Commerce Dr, Raleigh, NC",50,national_scrape_v1,new,2026-06-12T05:52:23.894045+00:00,,12,,True,,,
West Charlotte Mechanical Services,(743) 474-1700,info@west-charlotte-mechanical-services.heatingandcooling.net,https://www.west-charlotte-mechanical-services.com,Carolyn Torres,Charlotte,NC,North Carolina,HVAC,"4846 Monroe St, Charlotte, NC",78,national_scrape_v1,new,2026-06-12T05:52:23.894090+00:00,,13,,True,,,
