business_name,phone,email,website_url,contact_name,city,state_code,state_name,industry,address,lead_score,source,status,created_at,has_website,id,owner,phone_verified,state,website,website_confidence
Annapolis Roofing & Construction,(410) 302-4411,info@annapolis-roofing-construction.roofsolutions.com,https://www.annapolis-roofing-construction.us,Jack King,Annapolis,MD,Maryland,Roofing,"4739 Sunset Blvd, Annapolis, MD",50,national_scrape_v1,new,2026-06-12T05:52:40.660787+00:00,,88,,True,,,
Annapolis Roofing & Remodeling,(240) 577-2009,info@annapolis-roofing-remodeling.roofing.com,https://www.annapolis-roofing-remodeling.org,Nicole Reed,Annapolis,MD,Maryland,Roofing,"9796 Adams Blvd, Annapolis, MD",93,national_scrape_v1,new,2026-06-12T05:52:40.660833+00:00,,89,,True,,,
Keystone Baltimore Exteriors,(410) 689-3795,info@keystone-baltimore-exteriors.roofingservices.com,https://www.keystone-baltimore-exteriors.us,David Sanchez,Baltimore,MD,Maryland,Roofing,"7628 Freedom Ave, Baltimore, MD",44,national_scrape_v1,new,2026-06-12T05:52:40.660883+00:00,,90,,True,,,
Sun Annapolis Electrical & Lighting,(240) 937-8815,info@sun-annapolis-electrical-lighting.powerandlight.com,https://www.sun-annapolis-electrical-lighting.us,Brandon Harris,Annapolis,MD,Maryland,Electrical,"3677 Jefferson Dr, Annapolis, MD",50,national_scrape_v1,new,2026-06-12T05:52:40.660929+00:00,,91,,True,,,
Patriot Annapolis Electrical,(443) 441-7311,info@patriot-annapolis-electrical.com,https://www.patriot-annapolis-electrical.org,Tyler Anderson,Annapolis,MD,Maryland,Electrical,"3825 Victory Blvd, Annapolis, MD",43,national_scrape_v1,new,2026-06-12T05:52:40.660975+00:00,,92,,True,,,
Mr. Electric of Baltimore,(410) 690-4657,info@mr-electric-of-baltimore.electricpros.com,https://www.mr-electric-of-baltimore.com,Brian Long,Baltimore,MD,Maryland,Electrical,"3774 Park Ave, Baltimore, MD",80,national_scrape_v1,new,2026-06-12T05:52:40.661062+00:00,,94,,True,,,
Electric Columbia Electrical & Lighting,(240) 808-8676,info@electric-columbia-electrical-lighting.powerandlight.com,https://www.electric-columbia-electrical-lighting.net,Rachel Sanchez,Columbia,MD,Maryland,Electrical,"6323 Lake Dr, Columbia, MD",84,national_scrape_v1,new,2026-06-12T05:52:40.661192+00:00,,97,,True,,,
Red Annapolis Electrical & Lighting,(240) 498-7927,info@red-annapolis-electrical-lighting.electrician.net,https://www.red-annapolis-electrical-lighting.co,Alexander Ruiz,Annapolis,MD,Maryland,Electrical,"3955 Church St, Annapolis, MD",81,national_scrape_v1,new,2026-06-12T05:52:40.661236+00:00,,98,,True,,,
Southwest Baltimore Electricians,(240) 451-1122,info@southwest-baltimore-electricians.electricalsolutions.com,https://www.southwest-baltimore-electricians.org,Karen Sanchez,Baltimore,MD,Maryland,Electrical,"4762 Lake Dr, Baltimore, MD",41,national_scrape_v1,new,2026-06-12T05:52:40.661279+00:00,,99,,True,,,
Peak Baltimore Electrical Solutions,(301) 897-2388,info@peak-baltimore-electrical-solutions.powerandlight.com,https://www.peak-baltimore-electrical-solutions.co,Brenda Rivera,Baltimore,MD,Maryland,Electrical,"4891 Enterprise Ave, Baltimore, MD",72,national_scrape_v1,new,2026-06-12T05:52:40.661350+00:00,,100,,True,,,
Total Columbia Electrical Solutions,(410) 379-2730,info@total-columbia-electrical-solutions.electricalsolutions.com,https://www.total-columbia-electrical-solutions.org,Benjamin Cooper,Columbia,MD,Maryland,Electrical,"8178 3rd St, Columbia, MD",48,national_scrape_v1,new,2026-06-12T05:52:40.661401+00:00,,101,,True,,,
Pacific Baltimore Electrical Services,(443) 680-2388,info@pacific-baltimore-electrical-services.electrict.com,https://www.pacific-baltimore-electrical-services.us,Diane Gomez,Baltimore,MD,Maryland,Electrical,"2838 Maple Dr, Baltimore, MD",72,national_scrape_v1,new,2026-06-12T05:52:40.661446+00:00,,102,,True,,,
National Columbia Electric Co.,(443) 375-6151,info@national-columbia-electric-co.electricpros.com,https://www.national-columbia-electric-co.net,James Hall,Columbia,MD,Maryland,Electrical,"7075 Technology Dr, Columbia, MD",53,national_scrape_v1,new,2026-06-12T05:52:40.661490+00:00,,103,,True,,,
Electro Baltimore Electrical Services,(410) 693-8364,info@electro-baltimore-electrical-services.electricalsolutions.com,https://www.electro-baltimore-electrical-services.co,Larry Nelson,Baltimore,MD,Maryland,Electrical,"2382 Lincoln Ave, Baltimore, MD",45,national_scrape_v1,new,2026-06-12T05:52:40.661533+00:00,,104,,True,,,
Mr. Electric of Silver Spring,(240) 471-8841,info@mr-electric-of-silver-spring.electrict.com,https://www.mr-electric-of-silver-spring.com,Carolyn Alvarez,Silver Spring,MD,Maryland,Electrical,"3820 Park Ave, Silver Spring, MD",53,national_scrape_v1,new,2026-06-12T05:52:40.661585+00:00,,105,,True,,,
Red Silver Spring Electric,(240) 405-5115,info@red-silver-spring-electric.electricalservices.com,https://www.red-silver-spring-electric.co,Pamela Robinson,Silver Spring,MD,Maryland,Electrical,"3112 Victory Blvd, Silver Spring, MD",54,national_scrape_v1,new,2026-06-12T05:52:40.661629+00:00,,106,,True,,,
Rapid Silver Spring Electrical,(667) 509-3507,info@rapid-silver-spring-electrical.powerandlight.com,https://www.rapid-silver-spring-electrical.com,Eric Foster,Silver Spring,MD,Maryland,Electrical,"5537 Mill St, Silver Spring, MD",48,national_scrape_v1,new,2026-06-12T05:52:40.661675+00:00,,107,,True,,,
Modern Baltimore Electrical Solutions,(240) 294-1214,info@modern-baltimore-electrical-solutions.powerandlight.com,https://www.modern-baltimore-electrical-solutions.net,Nancy Clark,Baltimore,MD,Maryland,Electrical,"7983 West St, Baltimore, MD",43,national_scrape_v1,new,2026-06-12T05:52:40.661719+00:00,,108,,True,,,
Integrity Silver Spring Electric,(301) 895-8033,info@integrity-silver-spring-electric.electricpros.com,https://www.integrity-silver-spring-electric.org,Raymond Morales,Silver Spring,MD,Maryland,Electrical,"4612 College Ave, Silver Spring, MD",54,national_scrape_v1,new,2026-06-12T05:52:40.661763+00:00,,109,,True,,,
Annapolis Electricians,(301) 657-8167,info@annapolis-electricians.electrical.com,https://www.annapolis-electricians.us,Nicholas Castillo,Annapolis,MD,Maryland,Electrical,"1944 4th Blvd, Annapolis, MD",65,national_scrape_v1,new,2026-06-12T05:52:40.661806+00:00,,110,,True,,,
Quality Silver Spring Electricians,(301) 919-7401,info@quality-silver-spring-electricians.electrician.net,https://www.quality-silver-spring-electricians.co,Robert Evans,Silver Spring,MD,Maryland,Electrical,"3501 Cedar Ln, Silver Spring, MD",95,national_scrape_v1,new,2026-06-12T05:52:40.661850+00:00,,111,,True,,,
Quality Columbia Electrical & Lighting,(443) 477-8750,info@quality-columbia-electrical-lighting.electrict.com,https://www.quality-columbia-electrical-lighting.co,Anthony Collins,Columbia,MD,Maryland,Electrical,"3940 2nd Ave, Columbia, MD",75,national_scrape_v1,new,2026-06-12T05:52:40.661899+00:00,,112,,True,,,
Power Up Electric of Annapolis,(410) 425-1220,info@power-up-electric-of-annapolis.electricpros.com,https://www.power-up-electric-of-annapolis.com,Kimberly Brown,Annapolis,MD,Maryland,Electrical,"7181 2nd Ave, Annapolis, MD",68,national_scrape_v1,new,2026-06-12T05:52:40.661946+00:00,,113,,True,,,
Central Baltimore Electrical Pros,(667) 585-2590,info@central-baltimore-electrical-pros.electricalservices.com,https://www.central-baltimore-electrical-pros.org,James Chavez,Baltimore,MD,Maryland,Electrical,"8599 South Ave, Baltimore, MD",78,national_scrape_v1,new,2026-06-12T05:52:40.661989+00:00,,114,,True,,,
Wire Works of Annapolis,(667) 675-5685,info@wire-works-of-annapolis.electrical.com,https://www.wire-works-of-annapolis.org,Daniel Mendoza,Annapolis,MD,Maryland,Electrical,"5065 South Ave, Annapolis, MD",41,national_scrape_v1,new,2026-06-12T05:52:40.662032+00:00,,115,,True,,,
Spark Baltimore Electrical Contractors,(410) 817-8357,info@spark-baltimore-electrical-contractors.electricalservices.com,https://www.spark-baltimore-electrical-contractors.us,Sarah Lopez,Baltimore,MD,Maryland,Electrical,"8945 Main St, Baltimore, MD",70,national_scrape_v1,new,2026-06-12T05:52:40.662076+00:00,,116,,True,,,
Green Silver Spring Electric Co.,(240) 880-4981,info@green-silver-spring-electric-co.electrical.com,https://www.green-silver-spring-electric-co.org,Carolyn Chavez,Silver Spring,MD,Maryland,Electrical,"8622 Lincoln Ave, Silver Spring, MD",63,national_scrape_v1,new,2026-06-12T05:52:40.662120+00:00,,117,,True,,,
Flash Silver Spring Electric,(667) 560-7874,info@flash-silver-spring-electric.electricalservices.com,https://www.flash-silver-spring-electric.com,Justin Ortiz,Silver Spring,MD,Maryland,Electrical,"8813 Franklin St, Silver Spring, MD",90,national_scrape_v1,new,2026-06-12T05:52:40.662163+00:00,,118,,True,,,
Sure Baltimore Electrical Services,(240) 698-3787,info@sure-baltimore-electrical-services.electricalsolutions.com,https://www.sure-baltimore-electrical-services.net,Rachel Gonzalez,Baltimore,MD,Maryland,Electrical,"3919 Elm St, Baltimore, MD",50,national_scrape_v1,new,2026-06-12T05:52:40.662207+00:00,,119,,True,,,
West Baltimore Electricians,(410) 655-7882,info@west-baltimore-electricians.electrician.net,https://www.west-baltimore-electricians.net,Susan Taylor,Baltimore,MD,Maryland,Electrical,"6699 East Blvd, Baltimore, MD",70,national_scrape_v1,new,2026-06-12T05:52:40.662250+00:00,,120,,True,,,
Best Plate Annapolis,(667) 958-6259,info@best-plate-annapolis.orderfood.com,https://www.best-plate-annapolis.org,Justin Sanders,Annapolis,MD,Maryland,Restaurant,"1124 Monroe St, Annapolis, MD",65,national_scrape_v1,new,2026-06-12T05:52:40.662296+00:00,,121,,True,,,
Fresh Cafe Silver Spring,(301) 559-9096,info@fresh-cafe-silver-spring.eatery.net,https://www.fresh-cafe-silver-spring.us,Donna Lopez,Silver Spring,MD,Maryland,Restaurant,"1186 Hill St, Silver Spring, MD",50,national_scrape_v1,new,2026-06-12T05:52:40.662369+00:00,,122,,True,,,
Silver Spring Pizza Cafe,(240) 523-8232,info@silver-spring-pizza-cafe.opentable.net,https://www.silver-spring-pizza-cafe.net,Nicholas Cooper,Silver Spring,MD,Maryland,Restaurant,"2873 2nd Ave, Silver Spring, MD",95,national_scrape_v1,new,2026-06-12T05:52:40.662419+00:00,,123,,True,,,
Queen Silver Spring Bar & Grill,(667) 973-9408,info@queen-silver-spring-bar-grill.yelp.com,https://www.queen-silver-spring-bar-grill.org,Debra Cox,Silver Spring,MD,Maryland,Restaurant,"2689 Main St, Silver Spring, MD",41,national_scrape_v1,new,2026-06-12T05:52:40.662466+00:00,,124,,True,,,
Pacific Silver Spring Diner,(240) 640-1461,info@pacific-silver-spring-diner.restaurant.com,https://www.pacific-silver-spring-diner.net,Catherine Nguyen,Silver Spring,MD,Maryland,Restaurant,"408 Hill St, Silver Spring, MD",88,national_scrape_v1,new,2026-06-12T05:52:40.662513+00:00,,125,,True,,,
Highland Columbia Bar & Grill,(301) 633-7966,info@highland-columbia-bar-grill.orderfood.com,https://www.highland-columbia-bar-grill.net,Ashley Nelson,Columbia,MD,Maryland,Restaurant,"1384 Commerce Dr, Columbia, MD",74,national_scrape_v1,new,2026-06-12T05:52:40.662559+00:00,,126,,True,,,
McDonald's of Annapolis,(667) 527-8089,info@mcdonalds-of-annapolis.eatery.net,https://www.mcdonalds-of-annapolis.us,Elizabeth Jackson,Annapolis,MD,Maryland,Restaurant,"482 Madison Ave, Annapolis, MD",84,national_scrape_v1,new,2026-06-12T05:52:40.662605+00:00,,127,,True,,,
Dunkin' of Silver Spring,(301) 871-3056,info@dunkin-of-silver-spring.eatery.net,https://www.dunkin-of-silver-spring.co,Christine Reyes,Silver Spring,MD,Maryland,Restaurant,"1793 Innovation Blvd, Silver Spring, MD",92,national_scrape_v1,new,2026-06-12T05:52:40.662650+00:00,,128,,True,,,
Tasty Lounge Silver Spring,(410) 326-7702,info@tasty-lounge-silver-spring.orderfood.com,https://www.tasty-lounge-silver-spring.net,Rebecca Garcia,Silver Spring,MD,Maryland,Restaurant,"6324 Business Park Dr, Silver Spring, MD",49,national_scrape_v1,new,2026-06-12T05:52:40.662694+00:00,,129,,True,,,
Harbor Baltimore Diner,(667) 911-2240,info@harbor-baltimore-diner.opentable.net,https://www.harbor-baltimore-diner.us,Maria Alvarez,Baltimore,MD,Maryland,Restaurant,"1633 Jefferson Dr, Baltimore, MD",92,national_scrape_v1,new,2026-06-12T05:52:40.662738+00:00,,130,,True,,,
Famous Baltimore Eatery,(410) 452-9632,info@famous-baltimore-eatery.com,https://www.famous-baltimore-eatery.com,Anthony Lewis,Baltimore,MD,Maryland,Restaurant,"8915 Hamilton Ave, Baltimore, MD",41,national_scrape_v1,new,2026-06-12T05:52:40.662784+00:00,,131,,True,,,
First Columbia Steakhouse,(301) 961-7125,info@first-columbia-steakhouse.foodandwine.com,https://www.first-columbia-steakhouse.co,Margaret Jones,Columbia,MD,Maryland,Restaurant,"2478 Elm St, Columbia, MD",61,national_scrape_v1,new,2026-06-12T05:52:40.662826+00:00,,132,,True,,,
Tasty Place Silver Spring,(443) 483-4462,info@tasty-place-silver-spring.dinein.com,https://www.tasty-place-silver-spring.net,Charles Evans,Silver Spring,MD,Maryland,Restaurant,"8185 Technology Dr, Silver Spring, MD",48,national_scrape_v1,new,2026-06-12T05:52:40.662870+00:00,,133,,True,,,
Best Place Silver Spring,(240) 933-4848,info@best-place-silver-spring.opentable.net,https://www.best-place-silver-spring.net,Margaret Martin,Silver Spring,MD,Maryland,Restaurant,"3799 Liberty Ave, Silver Spring, MD",50,national_scrape_v1,new,2026-06-12T05:52:40.662917+00:00,,134,,True,,,
Pioneer Annapolis Kitchen,(240) 929-5754,info@pioneer-annapolis-kitchen.restaurant.com,https://www.pioneer-annapolis-kitchen.co,Pamela Ross,Annapolis,MD,Maryland,Restaurant,"9972 Hill St, Annapolis, MD",68,national_scrape_v1,new,2026-06-12T05:52:40.662960+00:00,,135,,True,,,
Queen Silver Spring Cafe,(301) 892-9919,info@queen-silver-spring-cafe.restaurant.com,https://www.queen-silver-spring-cafe.co,Catherine Clark,Silver Spring,MD,Maryland,Restaurant,"5398 Maple Dr, Silver Spring, MD",90,national_scrape_v1,new,2026-06-12T05:52:40.663003+00:00,,136,,True,,,
Old Lounge Baltimore,(667) 413-9683,info@old-lounge-baltimore.yelp.com,https://www.old-lounge-baltimore.com,Mark Mendoza,Baltimore,MD,Maryland,Restaurant,"9886 Heritage Dr, Baltimore, MD",53,national_scrape_v1,new,2026-06-12T05:52:40.663048+00:00,,137,,True,,,
Annapolis Indian Grill,(443) 631-1577,info@annapolis-indian-grill.restaurant.com,https://www.annapolis-indian-grill.com,Catherine Anderson,Annapolis,MD,Maryland,Restaurant,"9189 1st St, Annapolis, MD",85,national_scrape_v1,new,2026-06-12T05:52:40.663092+00:00,,138,,True,,,
Silver Spring Mediterranean Diner,(410) 830-7076,info@silver-spring-mediterranean-diner.foodandwine.com,https://www.silver-spring-mediterranean-diner.net,Donald Gomez,Silver Spring,MD,Maryland,Restaurant,"6688 Business Park Dr, Silver Spring, MD",49,national_scrape_v1,new,2026-06-12T05:52:40.663137+00:00,,139,,True,,,
Great Lounge Baltimore,(667) 963-1667,info@great-lounge-baltimore.dinein.com,https://www.great-lounge-baltimore.com,Frank Diaz,Baltimore,MD,Maryland,Restaurant,"4520 Sunset Blvd, Baltimore, MD",89,national_scrape_v1,new,2026-06-12T05:52:40.663179+00:00,,140,,True,,,
Fresh Bowl Silver Spring,(240) 368-5043,info@fresh-bowl-silver-spring.yelp.com,https://www.fresh-bowl-silver-spring.com,Brian Moore,Silver Spring,MD,Maryland,Restaurant,"3164 Hamilton Ave, Silver Spring, MD",74,national_scrape_v1,new,2026-06-12T05:52:40.663224+00:00,,141,,True,,,
Burger King of Annapolis,(667) 379-7346,info@burger-king-of-annapolis.eatery.net,https://www.burger-king-of-annapolis.com,Janet Gray,Annapolis,MD,Maryland,Restaurant,"1877 Market St, Annapolis, MD",84,national_scrape_v1,new,2026-06-12T05:52:40.663267+00:00,,142,,True,,,
Big House Silver Spring,(301) 958-3277,info@big-house-silver-spring.orderfood.com,https://www.big-house-silver-spring.com,Rebecca Cooper,Silver Spring,MD,Maryland,Restaurant,"2791 Adams Blvd, Silver Spring, MD",43,national_scrape_v1,new,2026-06-12T05:52:40.663335+00:00,,143,,True,,,
Great Corner Columbia,(410) 931-9174,info@great-corner-columbia.eatery.net,https://www.great-corner-columbia.org,Stephanie Peterson,Columbia,MD,Maryland,Restaurant,"3400 Lake Dr, Columbia, MD",62,national_scrape_v1,new,2026-06-12T05:52:40.663384+00:00,,144,,True,,,
Silver Spring Diner,(667) 625-9186,info@silver-spring-diner.foodandwine.com,https://www.silver-spring-diner.net,Steven Ward,Silver Spring,MD,Maryland,Restaurant,"5020 4th Blvd, Silver Spring, MD",55,national_scrape_v1,new,2026-06-12T05:52:40.663608+00:00,,145,,True,,,
Sweet Dish Baltimore,(410) 784-1568,info@sweet-dish-baltimore.eatery.net,https://www.sweet-dish-baltimore.org,Margaret Smith,Baltimore,MD,Maryland,Restaurant,"1164 Pine St, Baltimore, MD",86,national_scrape_v1,new,2026-06-12T05:52:40.663660+00:00,,146,,True,,,
Lake Silver Spring Kitchen & Bar,(443) 237-5347,info@lake-silver-spring-kitchen-bar.orderfood.com,https://www.lake-silver-spring-kitchen-bar.org,Eric Lewis,Silver Spring,MD,Maryland,Restaurant,"3721 Business Park Dr, Silver Spring, MD",63,national_scrape_v1,new,2026-06-12T05:52:40.663707+00:00,,147,,True,,,
First Silver Spring Kitchen,(443) 890-4054,info@first-silver-spring-kitchen.eatery.net,https://www.first-silver-spring-kitchen.org,John Ramirez,Silver Spring,MD,Maryland,Restaurant,"2280 College Ave, Silver Spring, MD",57,national_scrape_v1,new,2026-06-12T05:52:40.663752+00:00,,148,,True,,,
Ocean Columbia Diner,(240) 522-5542,info@ocean-columbia-diner.opentable.net,https://www.ocean-columbia-diner.org,Justin Wilson,Columbia,MD,Maryland,Restaurant,"8694 Heritage Dr, Columbia, MD",84,national_scrape_v1,new,2026-06-12T05:52:40.663795+00:00,,149,,True,,,
Country Silver Spring Steakhouse,(410) 420-7666,info@country-silver-spring-steakhouse.restaurant.com,https://www.country-silver-spring-steakhouse.com,Nicole Sanchez,Silver Spring,MD,Maryland,Restaurant,"1149 Jackson Dr, Silver Spring, MD",80,national_scrape_v1,new,2026-06-12T05:52:40.663841+00:00,,150,,True,,,
Payne of Portland,(207) 482-8156,info@payne-of-portland.acrepair.com,https://www.payne-of-portland.us,Tyler Brown,Portland,ME,Maine,HVAC,"8119 Market St, Portland, ME",57,national_scrape_v1,new,2026-06-12T05:52:40.664254+00:00,,1,,True,,,
White Lewiston HVAC Services,(207) 473-7231,info@white-lewiston-hvac-services.comfortsolutions.com,https://www.white-lewiston-hvac-services.co,Robert Rodriguez,Lewiston,ME,Maine,HVAC,"778 Pine St, Lewiston, ME",51,national_scrape_v1,new,2026-06-12T05:52:40.664341+00:00,,2,,True,,,
Reliable Portland HVAC Services,(207) 715-9508,info@reliable-portland-hvac-services.airconditioning.com,https://www.reliable-portland-hvac-services.org,David Cook,Portland,ME,Maine,HVAC,"4259 South Ave, Portland, ME",43,national_scrape_v1,new,2026-06-12T05:52:40.664396+00:00,,3,,True,,,
Keystone Lewiston Heating & Cooling,(207) 935-8747,info@keystone-lewiston-heating-cooling.comfortsolutions.com,https://www.keystone-lewiston-heating-cooling.us,James Morales,Lewiston,ME,Maine,HVAC,"8715 River Rd, Lewiston, ME",80,national_scrape_v1,new,2026-06-12T05:52:40.664443+00:00,,4,,True,,,
Heil of Portland,(207) 454-2731,info@heil-of-portland.hvacservices.com,https://www.heil-of-portland.com,Anthony Patel,Portland,ME,Maine,HVAC,"4420 Washington St, Portland, ME",56,national_scrape_v1,new,2026-06-12T05:52:40.664486+00:00,,5,,True,,,
American Standard of Lewiston,(207) 992-8344,info@american-standard-of-lewiston.hvacservices.com,https://www.american-standard-of-lewiston.org,Jeffrey Ramirez,Lewiston,ME,Maine,HVAC,"6730 Freedom Ave, Lewiston, ME",42,national_scrape_v1,new,2026-06-12T05:52:40.664530+00:00,,6,,True,,,
Payne of Lewiston,(207) 869-6559,info@payne-of-lewiston.hvac.com,https://www.payne-of-lewiston.org,Paul Cooper,Lewiston,ME,Maine,HVAC,"8004 Professional Pkwy, Lewiston, ME",63,national_scrape_v1,new,2026-06-12T05:52:40.664575+00:00,,7,,True,,,
Lewiston Heating & Air,(207) 886-5739,info@lewiston-heating-air.acrepair.com,https://www.lewiston-heating-air.net,Michelle Bennett,Lewiston,ME,Maine,HVAC,"651 Adams Blvd, Lewiston, ME",85,national_scrape_v1,new,2026-06-12T05:52:40.664619+00:00,,8,,True,,,
Golden Portland Climate Control,(207) 950-6925,info@golden-portland-climate-control.heatingandcooling.net,https://www.golden-portland-climate-control.net,Gregory Wright,Portland,ME,Maine,HVAC,"7781 Washington St, Portland, ME",85,national_scrape_v1,new,2026-06-12T05:52:40.664664+00:00,,9,,True,,,
Reliant Bangor Heating & Cooling,(207) 655-4352,info@reliant-bangor-heating-cooling.acrepair.com,https://www.reliant-bangor-heating-cooling.co,Scott Scott,Bangor,ME,Maine,HVAC,"7010 Broadway, Bangor, ME",76,national_scrape_v1,new,2026-06-12T05:52:40.664709+00:00,,10,,True,,,
Green Lewiston HVAC Services,(207) 839-9697,info@green-lewiston-hvac-services.acrepair.com,https://www.green-lewiston-hvac-services.com,Melissa Foster,Lewiston,ME,Maine,HVAC,"4783 Maple Dr, Lewiston, ME",91,national_scrape_v1,new,2026-06-12T05:52:40.664754+00:00,,11,,True,,,
Quality Bangor HVAC Services,(207) 426-5443,info@quality-bangor-hvac-services.hvacpros.net,https://www.quality-bangor-hvac-services.co,Andrew Morales,Bangor,ME,Maine,HVAC,"6263 Washington St, Bangor, ME",72,national_scrape_v1,new,2026-06-12T05:52:40.664798+00:00,,12,,True,,,
Town & Country Portland HVAC Services,(207) 851-8523,info@town-country-portland-hvac-services.hvacpros.net,https://www.town-country-portland-hvac-services.us,Richard Hill,Portland,ME,Maine,HVAC,"7474 Sunset Blvd, Portland, ME",62,national_scrape_v1,new,2026-06-12T05:52:40.664843+00:00,,13,,True,,,
Quality Bangor Temperature Control,(207) 812-7428,info@quality-bangor-temperature-control.hvac.com,https://www.quality-bangor-temperature-control.co,Eric Kelly,Bangor,ME,Maine,HVAC,"8799 Victory Blvd, Bangor, ME",83,national_scrape_v1,new,2026-06-12T05:52:40.664892+00:00,,14,,True,,,
Golden Bangor HVAC Services,(207) 651-1247,info@golden-bangor-hvac-services.airconditioning.com,https://www.golden-bangor-hvac-services.org,Katherine Campbell,Bangor,ME,Maine,HVAC,"6322 Church St, Bangor, ME",67,national_scrape_v1,new,2026-06-12T05:52:40.664940+00:00,,15,,True,,,
Apex Lewiston Temperature Control,(207) 568-5860,info@apex-lewiston-temperature-control.heatingandcooling.net,https://www.apex-lewiston-temperature-control.com,Amy Diaz,Lewiston,ME,Maine,HVAC,"9666 University Blvd, Lewiston, ME",40,national_scrape_v1,new,2026-06-12T05:52:40.664983+00:00,,16,,True,,,
Coleman of Lewiston,(207) 801-7256,info@coleman-of-lewiston.hvac.com,https://www.coleman-of-lewiston.net,Andrew Green,Lewiston,ME,Maine,HVAC,"4688 Church St, Lewiston, ME",49,national_scrape_v1,new,2026-06-12T05:52:40.665027+00:00,,17,,True,,,
Atlas Portland Heating & Air,(207) 399-1687,info@atlas-portland-heating-air.airconditioning.com,https://www.atlas-portland-heating-air.net,Susan Rodriguez,Portland,ME,Maine,HVAC,"2976 Heritage Dr, Portland, ME",54,national_scrape_v1,new,2026-06-12T05:52:40.665073+00:00,,18,,True,,,
Eagle Bangor Heating & Cooling,(207) 917-8595,info@eagle-bangor-heating-cooling.hvac.com,https://www.eagle-bangor-heating-cooling.org,Christopher Foster,Bangor,ME,Maine,HVAC,"4351 Heritage Dr, Bangor, ME",95,national_scrape_v1,new,2026-06-12T05:52:40.665117+00:00,,19,,True,,,
Total Bangor Air Conditioning,(207) 298-1287,info@total-bangor-air-conditioning.hvacpros.net,https://www.total-bangor-air-conditioning.us,William Gutierrez,Bangor,ME,Maine,HVAC,"4829 Liberty Ave, Bangor, ME",79,national_scrape_v1,new,2026-06-12T05:52:40.665160+00:00,,20,,True,,,
Integrity Bangor HVAC Services,(207) 799-3161,info@integrity-bangor-hvac-services.hvac.com,https://www.integrity-bangor-hvac-services.org,Larry Foster,Bangor,ME,Maine,HVAC,"2261 University Blvd, Bangor, ME",61,national_scrape_v1,new,2026-06-12T05:52:40.665206+00:00,,21,,True,,,
Select Portland HVAC Services,(207) 474-3918,info@select-portland-hvac-services.airconditioning.com,https://www.select-portland-hvac-services.co,Andrew Allen,Portland,ME,Maine,HVAC,"1355 Park Ave, Portland, ME",66,national_scrape_v1,new,2026-06-12T05:52:40.665248+00:00,,22,,True,,,
Sure Portland HVAC Services,(207) 481-8637,info@sure-portland-hvac-services.hvacservices.com,https://www.sure-portland-hvac-services.com,Amy Brooks,Portland,ME,Maine,HVAC,"520 Technology Dr, Portland, ME",47,national_scrape_v1,new,2026-06-12T05:52:40.665290+00:00,,23,,True,,,
Portland HVAC Services,(207) 884-3021,info@portland-hvac-services.airconditioning.com,https://www.portland-hvac-services.com,Tyler Allen,Portland,ME,Maine,HVAC,"1466 Enterprise Ave, Portland, ME",84,national_scrape_v1,new,2026-06-12T05:52:40.665358+00:00,,24,,True,,,
Front Range Portland Heating & Air,(207) 951-4256,info@front-range-portland-heating-air.heatingandcooling.net,https://www.front-range-portland-heating-air.org,Jennifer Howard,Portland,ME,Maine,HVAC,"6453 Jefferson Dr, Portland, ME",66,national_scrape_v1,new,2026-06-12T05:52:40.665407+00:00,,25,,True,,,
Triangle Bangor Temperature Control,(207) 796-3094,info@triangle-bangor-temperature-control.airconditioning.com,https://www.triangle-bangor-temperature-control.org,Katherine Smith,Bangor,ME,Maine,HVAC,"1262 Lincoln Ave, Bangor, ME",51,national_scrape_v1,new,2026-06-12T05:52:40.665453+00:00,,26,,True,,,
Ultimate Bangor Air Conditioning,(207) 702-5911,info@ultimate-bangor-air-conditioning.comfortsolutions.com,https://www.ultimate-bangor-air-conditioning.net,Stephanie Price,Bangor,ME,Maine,HVAC,"8136 Hill St, Bangor, ME",54,national_scrape_v1,new,2026-06-12T05:52:40.665496+00:00,,27,,True,,,
Keystone Portland Mechanical Services,(207) 261-3789,info@keystone-portland-mechanical-services.airconditioning.com,https://www.keystone-portland-mechanical-services.us,Michael Brown,Portland,ME,Maine,HVAC,"7908 Highland Ave, Portland, ME",40,national_scrape_v1,new,2026-06-12T05:52:40.665540+00:00,,28,,True,,,
Reliant Portland HVAC,(207) 483-2606,info@reliant-portland-hvac.com,https://www.reliant-portland-hvac.org,Michelle Morales,Portland,ME,Maine,HVAC,"8989 Professional Pkwy, Portland, ME",44,national_scrape_v1,new,2026-06-12T05:52:40.665584+00:00,,29,,True,,,
Atlas Bangor Climate Control,(207) 976-1676,info@atlas-bangor-climate-control.hvac.com,https://www.atlas-bangor-climate-control.net,Susan Clark,Bangor,ME,Maine,HVAC,"2335 Jefferson Dr, Bangor, ME",80,national_scrape_v1,new,2026-06-12T05:52:40.665627+00:00,,30,,True,,,
Lewiston Plumbing & Heating,(207) 923-8941,info@lewiston-plumbing-heating.pipeanddrain.com,https://www.lewiston-plumbing-heating.net,Frank Stewart,Lewiston,ME,Maine,Plumbing,"3824 Church St, Lewiston, ME",86,national_scrape_v1,new,2026-06-12T05:52:40.665673+00:00,,31,,True,,,
