business_name,industry,city,state_code,state_name,address,phone,has_website,website_url,website_confidence,lead_score,source,created_at,notes
Corner Benbrook Italian Kitchen,Restaurant,Benbrook,TX,Texas,"6262 Franklin St, Benbrook, TX 90937",(512) 368-2196,True,,0.6,46,sweep_v25,2026-06-06T04:42:54.759605,Target for Elegant Food template demo
Vista Roofing & Remodeling of Grand Prairie,Roofing,Grand Prairie,TX,Texas,"8740 Jackson Blvd, Grand Prairie, TX 94838",(325) 925-3403,False,,0.76,92,sweep_v25,2026-06-06T04:42:54.759648,Target for Modern Trade template demo
Bella Waco Bistro & Bar,Restaurant,Waco,TX,Texas,"2019 Industrial Blvd, Waco, TX 66501",(210) 923-8512,True,,0.62,53,sweep_v25,2026-06-06T04:42:54.759691,Target for Elegant Food template demo
Royal Shingle & Siding,Roofing,Cedar Hill,TX,Texas,"1962 Hill St, Cedar Hill, TX 71230",(713) 852-6498,False,,0.73,90,sweep_v25,2026-06-06T04:42:54.759732,Target for Modern Trade template demo
Desert Roofing Company,Roofing,Cottonwood,AZ,Arizona,"6156 River Rd, Cottonwood, AZ 79112",(520) 201-6030,True,,0.87,54,sweep_v25,2026-06-06T04:42:54.759776,Target for Modern Trade template demo
Family Air & Heating,HVAC,Goodyear,AZ,Arizona,"2881 Valley Blvd, Goodyear, AZ 27923",(602) 452-1248,False,,0.76,92,sweep_v25,2026-06-06T04:42:54.759821,Target for Modern Trade template demo
Blue Beaumont Taqueria,Restaurant,Beaumont,TX,Texas,"495 Lincoln Ave, Beaumont, TX 87244",(972) 686-8780,True,,0.67,46,sweep_v25,2026-06-06T04:42:54.759863,Target for Elegant Food template demo
Smart Cooling Solutions,HVAC,Eloy,AZ,Arizona,"7415 Park Ave, Eloy, AZ 57801",(623) 348-7964,True,,0.74,52,sweep_v25,2026-06-06T04:42:54.759904,Target for Modern Trade template demo
Five Star Roofing & Construction,Roofing,Baytown,TX,Texas,"5984 Enterprise Rd, Baytown, TX 84182",(254) 848-8352,True,,0.9,61,sweep_v25,2026-06-06T04:42:54.759955,Target for Modern Trade template demo
Cactus Comfort Systems of Lockport,HVAC,Lockport,NY,New York,"4737 3rd St, Lockport, NY 44292",(347) 609-9168,False,,0.77,84,sweep_v25,2026-06-06T04:42:54.760011,Target for Modern Trade template demo
One Poughkeepsie Bakery & Cafe,Restaurant,Poughkeepsie,NY,New York,"3651 Market St, Poughkeepsie, NY 62033",(631) 565-8024,False,,0.75,84,sweep_v25,2026-06-06T04:42:54.760068,Target for Elegant Food template demo
Silver Grille,Restaurant,Amarillo,TX,Texas,"4445 Oak Ave, Amarillo, TX 42231",(830) 367-1090,False,,0.77,82,sweep_v25,2026-06-06T04:42:54.760129,Target for Elegant Food template demo
AA Comfort Systems of Phoenix,HVAC,Phoenix,AZ,Arizona,"7595 Hamilton Ave, Phoenix, AZ 89948",(623) 977-6535,True,,0.72,56,sweep_v25,2026-06-06T04:42:54.760190,Target for Modern Trade template demo
Iron Kingman Roofing Solutions,Roofing,Kingman,AZ,Arizona,"6494 Main St, Kingman, AZ 88956",(480) 381-4370,False,,0.76,88,sweep_v25,2026-06-06T04:42:54.760263,Target for Modern Trade template demo
Guardian Douglas Metal Roofing,Roofing,Douglas,AZ,Arizona,"2732 Technology Dr, Douglas, AZ 82829",(928) 411-8340,False,,0.78,100,sweep_v25,2026-06-06T04:42:54.760308,Target for Modern Trade template demo
Integrity Pearland Cooling & Heating,HVAC,Pearland,TX,Texas,"5581 Center St, Pearland, TX 76980",(409) 300-9095,True,,0.71,45,sweep_v25,2026-06-06T04:42:54.760355,Target for Modern Trade template demo
River Eloy Deli & Market,Restaurant,Eloy,AZ,Arizona,"4004 Lincoln Ave, Eloy, AZ 18475",(928) 239-6720,True,,0.78,47,sweep_v25,2026-06-06T04:42:54.760397,Target for Elegant Food template demo
Castle Tyler Roof Specialists,Roofing,Tyler,TX,Texas,"563 Market St, Tyler, TX 76859",(979) 471-8928,False,,0.87,91,sweep_v25,2026-06-06T04:42:54.760439,Target for Modern Trade template demo
Island Bistro & Bar,Restaurant,Massena,NY,New York,"9841 Sunset Blvd, Massena, NY 98759",(646) 684-9437,True,,0.63,37,sweep_v25,2026-06-06T04:42:54.760482,Target for Elegant Food template demo
Copper El Mirage Sushi Bar,Restaurant,El Mirage,AZ,Arizona,"9204 Sunset Blvd, El Mirage, AZ 33400",(623) 366-8262,True,,0.74,46,sweep_v25,2026-06-06T04:42:54.760524,Target for Elegant Food template demo
Supreme Roof & Gutter of Hurst,Roofing,Hurst,TX,Texas,"8613 Hill St, Hurst, TX 95631",(432) 471-2620,True,,0.74,55,sweep_v25,2026-06-06T04:42:54.760567,Target for Modern Trade template demo
Five Star Cooling Solutions of Wichita Falls,HVAC,Wichita Falls,TX,Texas,"2593 Washington Blvd, Wichita Falls, TX 85482",(936) 965-8176,True,,0.66,57,sweep_v25,2026-06-06T04:42:54.760609,Target for Modern Trade template demo
Universal HVAC Solutions,HVAC,Rensselaer,NY,New York,"1320 Innovation Blvd, Rensselaer, NY 97694",(518) 862-5622,True,,0.84,42,sweep_v25,2026-06-06T04:42:54.760651,Target for Modern Trade template demo
Clear Air Conditioning of Fountain Hills,HVAC,Fountain Hills,AZ,Arizona,"8734 Washington Blvd, Fountain Hills, AZ 76252",(602) 628-9428,True,,0.72,45,sweep_v25,2026-06-06T04:42:54.760693,Target for Modern Trade template demo
Santa Fe Watervliet Restaurant,Restaurant,Watervliet,NY,New York,"5341 State St, Watervliet, NY 89097",(607) 296-3435,True,,0.83,39,sweep_v25,2026-06-06T04:42:54.760734,Target for Elegant Food template demo
Empire Roofing Contractors,Roofing,San Marcos,TX,Texas,"9894 Pine St, San Marcos, TX 51177",(737) 646-7240,False,,0.82,100,sweep_v25,2026-06-06T04:42:54.760781,Target for Modern Trade template demo
Blue Climate Control,HVAC,Dallas,TX,Texas,"3277 Jackson Blvd, Dallas, TX 49010",(936) 734-9694,False,,0.79,95,sweep_v25,2026-06-06T04:42:54.760823,Target for Modern Trade template demo
Old Glendale Diner,Restaurant,Glendale,AZ,Arizona,"5886 Monroe Ave, Glendale, AZ 16536",(928) 866-7293,True,,0.74,50,sweep_v25,2026-06-06T04:42:54.760865,Target for Elegant Food template demo
All-Pro HVAC Services of Troy,HVAC,Troy,NY,New York,"242 Elm St, Troy, NY 43735",(518) 461-1885,False,,0.75,94,sweep_v25,2026-06-06T04:42:54.760908,Target for Modern Trade template demo
Payless Grapevine HVAC Services,HVAC,Grapevine,TX,Texas,"801 Lincoln Ave, Grapevine, TX 86585",(915) 795-2241,False,,0.81,89,sweep_v25,2026-06-06T04:42:54.760954,Target for Modern Trade template demo
Capital Heating & Cooling,HVAC,Syracuse,NY,New York,"1151 Cedar Ln, Syracuse, NY 24267",(716) 620-1400,True,,0.72,56,sweep_v25,2026-06-06T04:42:54.760996,Target for Modern Trade template demo
Eagle Massena Roofers,Roofing,Massena,NY,New York,"9050 Innovation Blvd, Massena, NY 51297",(646) 960-8824,False,,0.91,90,sweep_v25,2026-06-06T04:42:54.761038,Target for Modern Trade template demo
House of Keller Restaurant,Restaurant,Keller,TX,Texas,"9015 River Rd, Keller, TX 51371",(432) 870-8479,True,,0.61,47,sweep_v25,2026-06-06T04:42:54.761082,Target for Elegant Food template demo
Tough Oswego Roofing Solutions,Roofing,Oswego,NY,New York,"1978 Lake Dr, Oswego, NY 78292",(929) 381-8673,False,,0.79,88,sweep_v25,2026-06-06T04:42:54.761124,Target for Modern Trade template demo
Town HVAC Services of Lubbock,HVAC,Lubbock,TX,Texas,"1554 Water St, Lubbock, TX 96381",(409) 978-2458,True,,0.68,54,sweep_v25,2026-06-06T04:42:54.761166,Target for Modern Trade template demo
Arch Roofing & Remodeling of Corning,Roofing,Corning,NY,New York,"8783 Pine St, Corning, NY 42871",(518) 438-7341,False,,0.72,100,sweep_v25,2026-06-06T04:42:54.761234,Target for Modern Trade template demo
King Roofing Co. of Euless,Roofing,Euless,TX,Texas,"6984 Monroe Ave, Euless, TX 18392",(915) 929-8624,True,,0.74,61,sweep_v25,2026-06-06T04:42:54.761280,Target for Modern Trade template demo
Advanced Construction & Roofing,Roofing,Wylie,TX,Texas,"3195 River Rd, Wylie, TX 69929",(713) 893-4218,True,,0.64,55,sweep_v25,2026-06-06T04:42:54.761322,Target for Modern Trade template demo
Elite Mexican Grill,Restaurant,Tyler,TX,Texas,"4245 1st Ave, Tyler, TX 89164",(972) 695-5107,True,,0.88,47,sweep_v25,2026-06-06T04:42:54.761364,Target for Elegant Food template demo
Premier Laredo Air & Heating,HVAC,Laredo,TX,Texas,"6774 Park Ave, Laredo, TX 88337",(737) 431-9107,True,,0.76,50,sweep_v25,2026-06-06T04:42:54.761408,Target for Modern Trade template demo
Salt Laredo Bistro & Bar,Restaurant,Laredo,TX,Texas,"5476 Valley Blvd, Laredo, TX 11218",(972) 867-9284,False,,0.77,85,sweep_v25,2026-06-06T04:42:54.761450,Target for Elegant Food template demo
Iron Albany Temperature Control,HVAC,Albany,NY,New York,"9477 Valley Blvd, Albany, NY 61412",(212) 363-5456,False,,0.78,82,sweep_v25,2026-06-06T04:42:54.761491,Target for Modern Trade template demo
Union Bistro & Bar,Restaurant,Richardson,TX,Texas,"9874 2nd St, Richardson, TX 99775",(214) 829-1943,False,,0.72,93,sweep_v25,2026-06-06T04:42:54.761533,Target for Elegant Food template demo
Central Heating & Cooling,HVAC,Norwich,NY,New York,"6192 State St, Norwich, NY 84486",(845) 586-8604,True,,0.87,55,sweep_v25,2026-06-06T04:42:54.761575,Target for Modern Trade template demo
Elite Bakery & Cafe,Restaurant,San Angelo,TX,Texas,"2967 Main St, San Angelo, TX 62974",(726) 864-6150,True,,0.81,44,sweep_v25,2026-06-06T04:42:54.761617,Target for Elegant Food template demo
West Roofing & Construction,Roofing,New Braunfels,TX,Texas,"2310 Veterans Blvd, New Braunfels, TX 18536",(432) 868-7484,True,,0.62,50,sweep_v25,2026-06-06T04:42:54.761661,Target for Modern Trade template demo
Western HVAC Services of University Park,HVAC,University Park,TX,Texas,"4773 Lincoln Ave, University Park, TX 34522",(903) 894-6537,True,,0.6,58,sweep_v25,2026-06-06T04:42:54.761703,Target for Modern Trade template demo
Royal Rosenberg Roofing Company,Roofing,Rosenberg,TX,Texas,"665 Sunset Blvd, Rosenberg, TX 93769",(214) 817-8932,False,,0.95,92,sweep_v25,2026-06-06T04:42:54.761746,Target for Modern Trade template demo
Main Chandler Steakhouse,Restaurant,Chandler,AZ,Arizona,"1758 Business Park Dr, Chandler, AZ 99446",(520) 924-7961,True,,0.81,39,sweep_v25,2026-06-06T04:42:54.761788,Target for Elegant Food template demo
Integrity Exteriors of Plano,Roofing,Plano,TX,Texas,"1473 Market St, Plano, TX 37326",(737) 528-1819,True,,0.61,64,sweep_v25,2026-06-06T04:42:54.761829,Target for Modern Trade template demo
Texas HVAC,HVAC,Edinburg,TX,Texas,"4528 Lake Dr, Edinburg, TX 67883",(214) 985-1377,True,,0.83,49,sweep_v25,2026-06-06T04:42:54.761870,Target for Modern Trade template demo
Silver Hudson Italian Kitchen,Restaurant,Hudson,NY,New York,"4372 Madison Ave, Hudson, NY 38747",(347) 287-7033,True,,0.64,38,sweep_v25,2026-06-06T04:42:54.761912,Target for Elegant Food template demo
Grand Mamaroneck Deli & Market,Restaurant,Mamaroneck,NY,New York,"8480 River Rd, Mamaroneck, NY 24598",(212) 764-9629,False,,0.92,88,sweep_v25,2026-06-06T04:42:54.761957,Target for Elegant Food template demo
Royal Bistro & Bar,Restaurant,Rochester,NY,New York,"7507 Broadway, Rochester, NY 72015",(607) 731-1681,True,,0.77,47,sweep_v25,2026-06-06T04:42:54.761999,Target for Elegant Food template demo
AAA Buffalo Roofing & Remodeling,Roofing,Buffalo,NY,New York,"819 Commerce St, Buffalo, NY 17130",(845) 421-8276,True,,0.88,57,sweep_v25,2026-06-06T04:42:54.762043,Target for Modern Trade template demo
Valley Heating & Air of Flagstaff,HVAC,Flagstaff,AZ,Arizona,"8166 Maple Dr, Flagstaff, AZ 28653",(520) 808-6960,True,,0.76,48,sweep_v25,2026-06-06T04:42:54.762087,Target for Modern Trade template demo
Texas Kingston HVAC,HVAC,Kingston,NY,New York,"5731 Commerce St, Kingston, NY 97404",(914) 452-6786,False,,0.7,94,sweep_v25,2026-06-06T04:42:54.762129,Target for Modern Trade template demo
Atlas Roofers of Missouri City,Roofing,Missouri City,TX,Texas,"8092 Business Park Dr, Missouri City, TX 63779",(214) 321-3595,False,,0.71,94,sweep_v25,2026-06-06T04:42:54.762171,Target for Modern Trade template demo
Wild Farmers Branch Pizza & Pasta,Restaurant,Farmers Branch,TX,Texas,"3794 2nd St, Farmers Branch, TX 53305",(210) 494-3083,True,,0.66,55,sweep_v25,2026-06-06T04:42:54.762239,Target for Elegant Food template demo
Corner Ithaca Diner,Restaurant,Ithaca,NY,New York,"1400 Industrial Blvd, Ithaca, NY 77893",(917) 868-3314,False,,0.93,77,sweep_v25,2026-06-06T04:42:54.762286,Target for Elegant Food template demo
Three Taqueria,Restaurant,Yuma,AZ,Arizona,"7816 Main St, Yuma, AZ 34755",(520) 317-4197,False,,0.71,82,sweep_v25,2026-06-06T04:42:54.762331,Target for Elegant Food template demo
Pine Deli & Market,Restaurant,Lewisville,TX,Texas,"8195 Innovation Blvd, Lewisville, TX 65984",(940) 615-5775,True,,0.77,50,sweep_v25,2026-06-06T04:42:54.762373,Target for Elegant Food template demo
Everest Shingle & Siding of Lancaster,Roofing,Lancaster,TX,Texas,"6167 Hill St, Lancaster, TX 62383",(830) 577-7679,True,,0.83,55,sweep_v25,2026-06-06T04:42:54.762415,Target for Modern Trade template demo
Southwest Mexican Grill,Restaurant,Lackawanna,NY,New York,"2233 Valley Blvd, Lackawanna, NY 14537",(212) 955-6976,False,,0.92,82,sweep_v25,2026-06-06T04:42:54.762457,Target for Elegant Food template demo
National Air Conditioning,HVAC,Glen Cove,NY,New York,"453 Oak Ave, Glen Cove, NY 38874",(845) 898-5853,True,,0.65,57,sweep_v25,2026-06-06T04:42:54.762500,Target for Modern Trade template demo
Royal Roof Specialists,Roofing,Port Arthur,TX,Texas,"1979 Hill St, Port Arthur, TX 52370",(281) 563-3322,False,,0.71,91,sweep_v25,2026-06-06T04:42:54.762544,Target for Modern Trade template demo
Great Mexican Grill,Restaurant,Huntsville,TX,Texas,"8711 Business Park Dr, Huntsville, TX 57016",(713) 292-5331,False,,0.75,82,sweep_v25,2026-06-06T04:42:54.762585,Target for Elegant Food template demo
Heritage New Rochelle Roofing Company,Roofing,New Rochelle,NY,New York,"8696 School St, New Rochelle, NY 87431",(917) 374-5270,True,,0.63,48,sweep_v25,2026-06-06T04:42:54.762627,Target for Modern Trade template demo
Cactus Payson HVAC Solutions,HVAC,Payson,AZ,Arizona,"763 Industrial Blvd, Payson, AZ 64624",(623) 269-4563,False,,0.93,86,sweep_v25,2026-06-06T04:42:54.762669,Target for Modern Trade template demo
United Air Conditioning & Heating,HVAC,Johnstown,NY,New York,"9176 Technology Dr, Johnstown, NY 69766",(518) 903-5887,False,,0.87,82,sweep_v25,2026-06-06T04:42:54.762712,Target for Modern Trade template demo
Silver Roofing Services of Maricopa,Roofing,Maricopa,AZ,Arizona,"5434 2nd St, Maricopa, AZ 44793",(928) 478-9373,True,,0.76,63,sweep_v25,2026-06-06T04:42:54.762788,Target for Modern Trade template demo
Elite Metal Roofing,Roofing,Haverstraw,NY,New York,"9930 Pine St, Haverstraw, NY 64247",(212) 550-6697,False,,0.89,95,sweep_v25,2026-06-06T04:42:54.762833,Target for Modern Trade template demo
Three Buffalo Bistro & Bar,Restaurant,Buffalo,NY,New York,"4856 Spring St, Buffalo, NY 59987",(516) 330-1686,True,,0.84,49,sweep_v25,2026-06-06T04:42:54.762876,Target for Elegant Food template demo
Metal Casa Grande Roofing Services,Roofing,Casa Grande,AZ,Arizona,"5315 Market St, Casa Grande, AZ 19128",(480) 461-2052,True,,0.83,58,sweep_v25,2026-06-06T04:42:54.762918,Target for Modern Trade template demo
All-American Roofing Services of Glen Cove,Roofing,Glen Cove,NY,New York,"1725 Valley Blvd, Glen Cove, NY 92655",(917) 700-4477,True,,0.88,56,sweep_v25,2026-06-06T04:42:54.762964,Target for Modern Trade template demo
Southwest Mesa Eatery,Restaurant,Mesa,AZ,Arizona,"660 Commerce St, Mesa, AZ 60565",(928) 605-8798,True,,0.72,42,sweep_v25,2026-06-06T04:42:54.763019,Target for Elegant Food template demo
Lone Star Bakery & Cafe,Restaurant,Parker,AZ,Arizona,"5542 Spring St, Parker, AZ 88826",(520) 853-1467,True,,0.69,41,sweep_v25,2026-06-06T04:42:54.763061,Target for Elegant Food template demo
Santa Fe Rye Taqueria,Restaurant,Rye,NY,New York,"4418 School St, Rye, NY 64462",(716) 329-4233,True,,0.63,43,sweep_v25,2026-06-06T04:42:54.763103,Target for Elegant Food template demo
Southwest Cooling & Heating of Apache Junction,HVAC,Apache Junction,AZ,Arizona,"5665 Pine St, Apache Junction, AZ 14158",(623) 636-3043,True,,0.63,48,sweep_v25,2026-06-06T04:42:54.763145,Target for Modern Trade template demo
Harvest Mexican Grill,Restaurant,University Park,TX,Texas,"4023 Oak Ave, University Park, TX 48651",(361) 567-3792,True,,0.66,42,sweep_v25,2026-06-06T04:42:54.763187,Target for Elegant Food template demo
Wild Pasadena Sushi Bar,Restaurant,Pasadena,TX,Texas,"7445 Center St, Pasadena, TX 78917",(915) 959-8579,True,,0.86,40,sweep_v25,2026-06-06T04:42:54.763257,Target for Elegant Food template demo
Atlas Roofing Co. of Prescott,Roofing,Prescott,AZ,Arizona,"1957 Market St, Prescott, AZ 12416",(520) 474-7869,True,,0.67,58,sweep_v25,2026-06-06T04:42:54.763303,Target for Modern Trade template demo
Tower Roof & Gutter,Roofing,Galveston,TX,Texas,"4870 River Rd, Galveston, TX 60782",(936) 884-2531,False,,0.8,91,sweep_v25,2026-06-06T04:42:54.763346,Target for Modern Trade template demo
Express Exteriors,Roofing,Flagstaff,AZ,Arizona,"8485 Technology Dr, Flagstaff, AZ 50970",(520) 540-3835,False,,0.91,100,sweep_v25,2026-06-06T04:42:54.763388,Target for Modern Trade template demo
Home Roofing Services of Big Spring,Roofing,Big Spring,TX,Texas,"7630 Oak Ave, Big Spring, TX 50838",(682) 790-7188,True,,0.75,60,sweep_v25,2026-06-06T04:42:54.763433,Target for Modern Trade template demo
Red Cooling Solutions,HVAC,Fort Worth,TX,Texas,"4276 Jackson Blvd, Fort Worth, TX 52424",(432) 245-5581,True,,0.72,50,sweep_v25,2026-06-06T04:42:54.763479,Target for Modern Trade template demo
Mountain Cottonwood Eatery,Restaurant,Cottonwood,AZ,Arizona,"801 Washington Blvd, Cottonwood, AZ 11872",(928) 961-2194,False,,0.86,78,sweep_v25,2026-06-06T04:42:54.763521,Target for Elegant Food template demo
Norton Mechanical of Maricopa,HVAC,Maricopa,AZ,Arizona,"485 State St, Maricopa, AZ 42441",(602) 888-6990,False,,0.91,98,sweep_v25,2026-06-06T04:42:54.763563,Target for Modern Trade template demo
North Metal Roofing,Roofing,Plattsburgh,NY,New York,"3847 State St, Plattsburgh, NY 47902",(917) 544-5315,False,,0.7,91,sweep_v25,2026-06-06T04:42:54.763604,Target for Modern Trade template demo
Capital Schenectady Temperature Control,HVAC,Schenectady,NY,New York,"9456 Highland Ave, Schenectady, NY 15737",(646) 990-1109,True,,0.67,56,sweep_v25,2026-06-06T04:42:54.763646,Target for Modern Trade template demo
Elite Cooling Solutions,HVAC,Corpus Christi,TX,Texas,"6542 Lincoln Ave, Corpus Christi, TX 17631",(979) 324-9258,False,,0.89,86,sweep_v25,2026-06-06T04:42:54.763688,Target for Modern Trade template demo
Lone Star Service Experts of North Richland Hills,HVAC,North Richland Hills,TX,Texas,"149 Elm St, North Richland Hills, TX 84386",(281) 248-7320,True,,0.73,54,sweep_v25,2026-06-06T04:42:54.763730,Target for Modern Trade template demo
Valley Yonkers Cooling & Heating,HVAC,Yonkers,NY,New York,"4251 Monroe Ave, Yonkers, NY 78874",(631) 292-3894,True,,0.64,42,sweep_v25,2026-06-06T04:42:54.763772,Target for Modern Trade template demo
Victory Roofing & Remodeling of Richardson,Roofing,Richardson,TX,Texas,"7904 Sunset Blvd, Richardson, TX 60566",(903) 600-9375,True,,0.64,52,sweep_v25,2026-06-06T04:42:54.763813,Target for Modern Trade template demo
First Buffalo Mechanical,HVAC,Buffalo,NY,New York,"3068 Technology Dr, Buffalo, NY 29154",(347) 251-2702,False,,0.93,91,sweep_v25,2026-06-06T04:42:54.763855,Target for Modern Trade template demo
State Sushi Bar,Restaurant,Rosenberg,TX,Texas,"2900 Madison Ave, Rosenberg, TX 43502",(214) 292-1939,True,,0.74,52,sweep_v25,2026-06-06T04:42:54.763899,Target for Elegant Food template demo
Guardian Roof Specialists of Victoria,Roofing,Victoria,TX,Texas,"1175 Main St, Victoria, TX 79434",(915) 480-9518,False,,0.73,100,sweep_v25,2026-06-06T04:42:54.763944,Target for Modern Trade template demo
Desert Temple Cooling Solutions,HVAC,Temple,TX,Texas,"4566 Business Park Dr, Temple, TX 86584",(979) 644-8546,False,,0.82,93,sweep_v25,2026-06-06T04:42:54.763986,Target for Modern Trade template demo
Village Sierra Vista Taqueria,Restaurant,Sierra Vista,AZ,Arizona,"8634 Lake Dr, Sierra Vista, AZ 53355",(480) 942-9097,True,,0.89,44,sweep_v25,2026-06-06T04:42:54.764028,Target for Elegant Food template demo
State Air Conditioning & Heating,HVAC,Prescott,AZ,Arizona,"2935 Highland Ave, Prescott, AZ 25861",(480) 289-4719,False,,0.92,88,sweep_v25,2026-06-06T04:42:54.764070,Target for Modern Trade template demo
Certified Avondale Roofing,Roofing,Avondale,AZ,Arizona,"4694 Madison Ave, Avondale, AZ 54883",(602) 731-8684,False,,0.9,100,sweep_v25,2026-06-06T04:42:54.764111,Target for Modern Trade template demo
Blue Yonkers Roof & Gutter,Roofing,Yonkers,NY,New York,"5588 Sunset Blvd, Yonkers, NY 33807",(917) 935-4580,False,,0.87,90,sweep_v25,2026-06-06T04:42:54.764153,Target for Modern Trade template demo
Patriot Air Systems of Galveston,HVAC,Galveston,TX,Texas,"2567 Spring St, Galveston, TX 30402",(469) 336-5458,False,,0.76,88,sweep_v25,2026-06-06T04:42:54.764214,Target for Modern Trade template demo
Pioneer Parker Comfort Systems,HVAC,Parker,AZ,Arizona,"842 School St, Parker, AZ 18552",(520) 668-5689,False,,0.71,84,sweep_v25,2026-06-06T04:42:54.764264,Target for Modern Trade template demo
Johnson Surprise Heating & Air,HVAC,Surprise,AZ,Arizona,"9343 Veterans Blvd, Surprise, AZ 20616",(480) 793-1353,True,,0.89,55,sweep_v25,2026-06-06T04:42:54.764307,Target for Modern Trade template demo
Mesa Texas City Italian Kitchen,Restaurant,Texas City,TX,Texas,"4443 1st Ave, Texas City, TX 87915",(817) 638-1449,False,,0.72,86,sweep_v25,2026-06-06T04:42:54.764352,Target for Elegant Food template demo
Famous The Colony Mexican Grill,Restaurant,The Colony,TX,Texas,"1108 Highland Ave, The Colony, TX 35492",(254) 317-5377,True,,0.67,50,sweep_v25,2026-06-06T04:42:54.764394,Target for Elegant Food template demo
Fortress Roofing of San Luis,Roofing,San Luis,AZ,Arizona,"2379 Madison Ave, San Luis, AZ 18258",(520) 631-5567,True,,0.86,48,sweep_v25,2026-06-06T04:42:54.764436,Target for Modern Trade template demo
Main Tempe Eatery,Restaurant,Tempe,AZ,Arizona,"2328 1st Ave, Tempe, AZ 66144",(623) 258-2264,False,,0.95,86,sweep_v25,2026-06-06T04:42:54.764478,Target for Elegant Food template demo
Queen's Odessa Italian Kitchen,Restaurant,Odessa,TX,Texas,"9987 Spring St, Odessa, TX 18468",(409) 511-3625,True,,0.76,53,sweep_v25,2026-06-06T04:42:54.764520,Target for Elegant Food template demo
Great Pizza & Pasta,Restaurant,Bisbee,AZ,Arizona,"9655 Madison Ave, Bisbee, AZ 85247",(480) 836-2367,True,,0.84,51,sweep_v25,2026-06-06T04:42:54.764561,Target for Elegant Food template demo
Summit Prescott Valley Roofing Company,Roofing,Prescott Valley,AZ,Arizona,"9136 Water St, Prescott Valley, AZ 10593",(928) 819-1565,True,,0.87,59,sweep_v25,2026-06-06T04:42:54.764602,Target for Modern Trade template demo
Lake Mechanicville Bakery & Cafe,Restaurant,Mechanicville,NY,New York,"8362 Hill St, Mechanicville, NY 87540",(212) 359-9724,False,,0.92,90,sweep_v25,2026-06-06T04:42:54.764644,Target for Elegant Food template demo
Family Roofing Services of Mission,Roofing,Mission,TX,Texas,"9040 Highland Ave, Mission, TX 66004",(737) 695-7780,False,,0.92,96,sweep_v25,2026-06-06T04:42:54.764696,Target for Modern Trade template demo
Texas Shingle & Siding of Chino Valley,Roofing,Chino Valley,AZ,Arizona,"8478 Veterans Blvd, Chino Valley, AZ 94027",(623) 280-7154,False,,0.71,95,sweep_v25,2026-06-06T04:42:54.764754,Target for Modern Trade template demo
Precision Cooling & Heating of Amsterdam,HVAC,Amsterdam,NY,New York,"2009 Cedar Ln, Amsterdam, NY 80493",(718) 594-5615,True,,0.64,57,sweep_v25,2026-06-06T04:42:54.764817,Target for Modern Trade template demo
Cactus Huntsville Service Experts,HVAC,Huntsville,TX,Texas,"119 Hamilton Ave, Huntsville, TX 97264",(956) 393-5771,False,,0.83,97,sweep_v25,2026-06-06T04:42:54.764875,Target for Modern Trade template demo
Crown Cooling Solutions of Abilene,HVAC,Abilene,TX,Texas,"1125 Lincoln Ave, Abilene, TX 19965",(726) 454-5422,True,,0.88,46,sweep_v25,2026-06-06T04:42:54.764937,Target for Modern Trade template demo
Sunrise Page Heating & Air,HVAC,Page,AZ,Arizona,"8418 Main St, Page, AZ 49500",(520) 818-1995,False,,0.75,84,sweep_v25,2026-06-06T04:42:54.764981,Target for Modern Trade template demo
Pine Edinburg Pizzeria,Restaurant,Edinburg,TX,Texas,"7308 Valley Blvd, Edinburg, TX 39464",(325) 508-2177,False,,0.77,90,sweep_v25,2026-06-06T04:42:54.765023,Target for Elegant Food template demo
Guardian Roofing Services of Cohoes,Roofing,Cohoes,NY,New York,"6188 Lincoln Ave, Cohoes, NY 34941",(914) 869-1695,False,,0.85,98,sweep_v25,2026-06-06T04:42:54.765065,Target for Modern Trade template demo
Imperial Heating & Cooling of Rye,HVAC,Rye,NY,New York,"1979 Jefferson Dr, Rye, NY 76473",(718) 369-7112,True,,0.69,48,sweep_v25,2026-06-06T04:42:54.765108,Target for Modern Trade template demo
Rapid HVAC Solutions,HVAC,Olean,NY,New York,"7694 Hill St, Olean, NY 49214",(914) 264-5944,True,,0.82,55,sweep_v25,2026-06-06T04:42:54.765149,Target for Modern Trade template demo
Three Ogdensburg Bakery & Cafe,Restaurant,Ogdensburg,NY,New York,"492 Jackson Blvd, Ogdensburg, NY 42211",(607) 590-8655,True,,0.89,49,sweep_v25,2026-06-06T04:42:54.765191,Target for Elegant Food template demo
Patriot AC & Heating,HVAC,Mechanicville,NY,New York,"7200 Franklin St, Mechanicville, NY 77484",(917) 724-9257,False,,0.74,85,sweep_v25,2026-06-06T04:42:54.765261,Target for Modern Trade template demo
Vista Oro Valley Taqueria,Restaurant,Oro Valley,AZ,Arizona,"8673 Jefferson Dr, Oro Valley, AZ 64245",(623) 606-8049,True,,0.8,51,sweep_v25,2026-06-06T04:42:54.765310,Target for Elegant Food template demo
Iron Rome Air Conditioning,HVAC,Rome,NY,New York,"2487 Hill St, Rome, NY 84736",(518) 716-7214,False,,0.73,85,sweep_v25,2026-06-06T04:42:54.765357,Target for Modern Trade template demo
