business_name,phone,email,website_url,contact_name,city,state_code,state_name,industry,address,lead_score,source,status
Great Lansing Kitchen,(269) 445-6053,info@great-lansing-kitchen.eatery.net,https://www.great-lansing-kitchen.net,Dorothy Richardson,Lansing,MI,Michigan,Restaurant,"1438 Freedom Ave, Lansing, MI",81,national_scrape_v1,new
Little Spot Grand Rapids,(989) 454-2269,info@little-spot-grand-rapids.opentable.net,https://www.little-spot-grand-rapids.us,Jack Scott,Grand Rapids,MI,Michigan,Restaurant,"9653 Franklin St, Grand Rapids, MI",63,national_scrape_v1,new
Happy View Grand Rapids,(616) 546-4102,info@happy-view-grand-rapids.dinein.com,https://www.happy-view-grand-rapids.com,Gary Garcia,Grand Rapids,MI,Michigan,Restaurant,"8018 South Ave, Grand Rapids, MI",69,national_scrape_v1,new
Town Grand Rapids Bistro,(313) 300-2013,info@town-grand-rapids-bistro.dinein.com,https://www.town-grand-rapids-bistro.net,Janet Hall,Grand Rapids,MI,Michigan,Restaurant,"6604 Broadway, Grand Rapids, MI",89,national_scrape_v1,new
Capital Detroit Diner,(989) 549-4236,info@capital-detroit-diner.dinein.com,https://www.capital-detroit-diner.com,Jerry Harris,Detroit,MI,Michigan,Restaurant,"8226 Hill St, Detroit, MI",66,national_scrape_v1,new
Capital Ann Arbor Restaurant,(586) 891-6977,info@capital-ann-arbor-restaurant.dining.com,https://www.capital-ann-arbor-restaurant.co,Paul Wilson,Ann Arbor,MI,Michigan,Restaurant,"8011 East Blvd, Ann Arbor, MI",51,national_scrape_v1,new
Queen Ann Arbor Bistro,(906) 319-6242,info@queen-ann-arbor-bistro.yelp.com,https://www.queen-ann-arbor-bistro.net,Scott Thompson,Ann Arbor,MI,Michigan,Restaurant,"4561 Industrial Blvd, Ann Arbor, MI",68,national_scrape_v1,new
Detroit Southern Kitchen & Bar,(989) 353-2308,info@detroit-southern-kitchen-bar.orderfood.com,https://www.detroit-southern-kitchen-bar.com,Daniel Rogers,Detroit,MI,Michigan,Restaurant,"5360 Enterprise Ave, Detroit, MI",79,national_scrape_v1,new
Lansing Seafood Cafe,(586) 237-7372,info@lansing-seafood-cafe.foodandwine.com,https://www.lansing-seafood-cafe.us,Elizabeth Foster,Lansing,MI,Michigan,Restaurant,"6525 Lincoln Ave, Lansing, MI",40,national_scrape_v1,new
Imperial Lansing Kitchen & Bar,(231) 324-9918,info@imperial-lansing-kitchen-bar.yelp.com,https://www.imperial-lansing-kitchen-bar.co,Edward Bailey,Lansing,MI,Michigan,Restaurant,"1674 Lake Dr, Lansing, MI",74,national_scrape_v1,new
Saint Paul Heating & Air,(651) 847-1849,info@saint-paul-heating-air.acrepair.com,https://www.saint-paul-heating-air.net,Lisa Watson,Saint Paul,MN,Minnesota,HVAC,"903 1st St, Saint Paul, MN",87,national_scrape_v1,new
Pacific Minneapolis Air Systems,(218) 908-6130,info@pacific-minneapolis-air-systems.heatingandcooling.net,https://www.pacific-minneapolis-air-systems.com,Emily Robinson,Minneapolis,MN,Minnesota,HVAC,"442 Hamilton Ave, Minneapolis, MN",58,national_scrape_v1,new
Allied Minneapolis Air Conditioning,(218) 200-6254,info@allied-minneapolis-air-conditioning.mechanicalservices.com,https://www.allied-minneapolis-air-conditioning.net,Anthony Scott,Minneapolis,MN,Minnesota,HVAC,"3334 East Blvd, Minneapolis, MN",81,national_scrape_v1,new
Saint Paul Air Conditioning,(320) 473-5282,info@saint-paul-air-conditioning.acrepair.com,https://www.saint-paul-air-conditioning.co,Matthew Mendoza,Saint Paul,MN,Minnesota,HVAC,"3042 Victory Blvd, Saint Paul, MN",53,national_scrape_v1,new
Select Minneapolis HVAC,(612) 986-8447,info@select-minneapolis-hvac.hvacpros.net,https://www.select-minneapolis-hvac.com,Brandon Rodriguez,Minneapolis,MN,Minnesota,HVAC,"2326 Main St, Minneapolis, MN",52,national_scrape_v1,new
Rochester Air Conditioning,(507) 703-7307,info@rochester-air-conditioning.acrepair.com,https://www.rochester-air-conditioning.co,Stephen Clark,Rochester,MN,Minnesota,HVAC,"5856 Lake Dr, Rochester, MN",64,national_scrape_v1,new
Sahara Minneapolis Air Systems,(763) 739-9049,info@sahara-minneapolis-air-systems.hvac.com,https://www.sahara-minneapolis-air-systems.co,David Cruz,Minneapolis,MN,Minnesota,HVAC,"5280 Pine St, Minneapolis, MN",67,national_scrape_v1,new
Town & Country Rochester Heating & Cooling,(218) 339-9640,info@town-country-rochester-heating-cooling.hvac.com,https://www.town-country-rochester-heating-cooling.org,Robert Kelly,Rochester,MN,Minnesota,HVAC,"9274 Franklin St, Rochester, MN",53,national_scrape_v1,new
Peak Rochester Heating & Air,(507) 872-5002,info@peak-rochester-heating-air.comfortsolutions.com,https://www.peak-rochester-heating-air.net,Jerry Phillips,Rochester,MN,Minnesota,HVAC,"7101 Highland Ave, Rochester, MN",64,national_scrape_v1,new
Grand Duluth HVAC,(507) 265-3706,info@grand-duluth-hvac.mechanicalservices.com,https://www.grand-duluth-hvac.net,William Phillips,Duluth,MN,Minnesota,HVAC,"403 5th Ave, Duluth, MN",70,national_scrape_v1,new
American Standard of Duluth,(612) 669-8000,info@american-standard-of-duluth.hvac.com,https://www.american-standard-of-duluth.co,Mary White,Duluth,MN,Minnesota,HVAC,"1898 Corporate Dr, Duluth, MN",55,national_scrape_v1,new
Rochester HVAC,(763) 300-7302,info@rochester-hvac.acrepair.com,https://www.rochester-hvac.co,Andrew Richardson,Rochester,MN,Minnesota,HVAC,"1647 West St, Rochester, MN",82,national_scrape_v1,new
Minneapolis Air Systems,(507) 470-7288,info@minneapolis-air-systems.mechanicalservices.com,https://www.minneapolis-air-systems.us,Kevin Cooper,Minneapolis,MN,Minnesota,HVAC,"9641 Industrial Blvd, Minneapolis, MN",71,national_scrape_v1,new
Carrier of Saint Paul,(320) 608-2214,info@carrier-of-saint-paul.airconditioning.com,https://www.carrier-of-saint-paul.net,Ronald Jones,Saint Paul,MN,Minnesota,HVAC,"1278 Elm St, Saint Paul, MN",58,national_scrape_v1,new
Sun Minneapolis Air Conditioning,(952) 806-8318,info@sun-minneapolis-air-conditioning.airconditioning.com,https://www.sun-minneapolis-air-conditioning.co,Rebecca Thompson,Minneapolis,MN,Minnesota,HVAC,"1323 Market St, Minneapolis, MN",62,national_scrape_v1,new
Saint Paul Climate Control,(763) 744-2565,info@saint-paul-climate-control.acrepair.com,https://www.saint-paul-climate-control.net,Raymond Wilson,Saint Paul,MN,Minnesota,HVAC,"8313 Highland Ave, Saint Paul, MN",66,national_scrape_v1,new
Ironclad Rochester Air Conditioning,(612) 640-1401,info@ironclad-rochester-air-conditioning.acrepair.com,https://www.ironclad-rochester-air-conditioning.us,Benjamin Chavez,Rochester,MN,Minnesota,HVAC,"4576 Elm St, Rochester, MN",52,national_scrape_v1,new
Total Minneapolis Cooling & Heating,(763) 814-5634,info@total-minneapolis-cooling-heating.hvacservices.com,https://www.total-minneapolis-cooling-heating.net,Alexander Morgan,Minneapolis,MN,Minnesota,HVAC,"813 Broadway, Minneapolis, MN",89,national_scrape_v1,new
Goodman of Saint Paul,(952) 367-3841,info@goodman-of-saint-paul.hvacpros.net,https://www.goodman-of-saint-paul.us,Brandon Kim,Saint Paul,MN,Minnesota,HVAC,"8199 Mill St, Saint Paul, MN",79,national_scrape_v1,new
Green Minneapolis Heating & Cooling,(952) 947-4474,info@green-minneapolis-heating-cooling.mechanicalservices.com,https://www.green-minneapolis-heating-cooling.org,Paul Harris,Minneapolis,MN,Minnesota,HVAC,"9242 Adams Blvd, Minneapolis, MN",90,national_scrape_v1,new
Saint Paul Plumbing,(218) 565-7101,info@saint-paul-plumbing.plumbingpros.com,https://www.saint-paul-plumbing.org,Frank Hill,Saint Paul,MN,Minnesota,Plumbing,"6888 Elm St, Saint Paul, MN",47,national_scrape_v1,new
Power Minneapolis Drain Cleaning,(763) 218-7462,info@power-minneapolis-drain-cleaning.plumbers.net,https://www.power-minneapolis-drain-cleaning.com,Kevin Lopez,Minneapolis,MN,Minnesota,Plumbing,"2864 Maple Dr, Minneapolis, MN",88,national_scrape_v1,new
Best Saint Paul Plumbing Co.,(218) 713-5382,info@best-saint-paul-plumbing-co.plumbingservices.net,https://www.best-saint-paul-plumbing-co.us,Scott Wright,Saint Paul,MN,Minnesota,Plumbing,"6582 Pine St, Saint Paul, MN",41,national_scrape_v1,new
Duluth Drain Cleaning,(507) 834-6457,info@duluth-drain-cleaning.drainpros.com,https://www.duluth-drain-cleaning.org,Paul Johnson,Duluth,MN,Minnesota,Plumbing,"5449 West St, Duluth, MN",86,national_scrape_v1,new
Benjamin Franklin Plumbing of Minneapolis,(320) 625-9952,info@benjamin-franklin-plumbing-of-minneapoli.rooter.com,https://www.benjamin-franklin-plumbing-of-minneapolis.com,James Foster,Minneapolis,MN,Minnesota,Plumbing,"5378 Hill St, Minneapolis, MN",70,national_scrape_v1,new
Eagle Duluth Plumbing Solutions,(507) 710-6631,info@eagle-duluth-plumbing-solutions.plumbing.com,https://www.eagle-duluth-plumbing-solutions.com,Robert Evans,Duluth,MN,Minnesota,Plumbing,"2284 Market St, Duluth, MN",46,national_scrape_v1,new
United Saint Paul Rooter & Plumbing,(507) 836-6875,info@united-saint-paul-rooter-plumbing.rooter.com,https://www.united-saint-paul-rooter-plumbing.com,Emily Lewis,Saint Paul,MN,Minnesota,Plumbing,"6969 Industrial Blvd, Saint Paul, MN",88,national_scrape_v1,new
Ironclad Duluth Rooter & Plumbing,(218) 305-7168,info@ironclad-duluth-rooter-plumbing.drainpros.com,https://www.ironclad-duluth-rooter-plumbing.com,John Kim,Duluth,MN,Minnesota,Plumbing,"2430 Hill St, Duluth, MN",62,national_scrape_v1,new
Liberty Saint Paul Pipe & Drain,(612) 422-2134,info@liberty-saint-paul-pipe-drain.plumbers.net,https://www.liberty-saint-paul-pipe-drain.org,Amanda Gutierrez,Saint Paul,MN,Minnesota,Plumbing,"8065 Madison Ave, Saint Paul, MN",76,national_scrape_v1,new
Pride Duluth Plumbing Co.,(952) 453-8098,info@pride-duluth-plumbing-co.plumbers.net,https://www.pride-duluth-plumbing-co.org,Jessica Price,Duluth,MN,Minnesota,Plumbing,"1636 Technology Dr, Duluth, MN",57,national_scrape_v1,new
Ironclad Saint Paul Plumbing,(612) 279-1718,info@ironclad-saint-paul-plumbing.drainpros.com,https://www.ironclad-saint-paul-plumbing.org,Christine Flores,Saint Paul,MN,Minnesota,Plumbing,"9416 Park Ave, Saint Paul, MN",53,national_scrape_v1,new
Apex Saint Paul Plumbing Services,(612) 934-6925,info@apex-saint-paul-plumbing-services.drainpros.com,https://www.apex-saint-paul-plumbing-services.us,Frank Garcia,Saint Paul,MN,Minnesota,Plumbing,"1260 East Blvd, Saint Paul, MN",93,national_scrape_v1,new
Pioneer Saint Paul Plumbing Solutions,(952) 676-1551,info@pioneer-saint-paul-plumbing-solutions.plumbingpros.com,https://www.pioneer-saint-paul-plumbing-solutions.co,Janet Lopez,Saint Paul,MN,Minnesota,Plumbing,"5059 River Rd, Saint Paul, MN",88,national_scrape_v1,new
Mr. Rooter of Duluth,(763) 638-4108,info@mr-rooter-of-duluth.pipeanddrain.com,https://www.mr-rooter-of-duluth.co,William Torres,Duluth,MN,Minnesota,Plumbing,"6779 Washington St, Duluth, MN",90,national_scrape_v1,new
Total Saint Paul Plumbing Co.,(763) 662-4401,info@total-saint-paul-plumbing-co.plumbingservices.net,https://www.total-saint-paul-plumbing-co.net,Sharon Ramos,Saint Paul,MN,Minnesota,Plumbing,"899 Monroe St, Saint Paul, MN",66,national_scrape_v1,new
Eagle Rochester Rooter & Plumbing,(763) 344-9280,info@eagle-rochester-rooter-plumbing.rooter.com,https://www.eagle-rochester-rooter-plumbing.org,Frank Thomas,Rochester,MN,Minnesota,Plumbing,"1693 School St, Rochester, MN",78,national_scrape_v1,new
Direct Minneapolis Plumbing,(507) 409-3539,info@direct-minneapolis-plumbing.com,https://www.direct-minneapolis-plumbing.co,Linda Ward,Minneapolis,MN,Minnesota,Plumbing,"1017 River Rd, Minneapolis, MN",87,national_scrape_v1,new
Roto-Rooter of Duluth,(952) 363-3729,info@roto-rooter-of-duluth.plumbingpros.com,https://www.roto-rooter-of-duluth.us,Margaret Gomez,Duluth,MN,Minnesota,Plumbing,"6095 South Ave, Duluth, MN",91,national_scrape_v1,new
Aqua Duluth Plumbing & Heating,(952) 239-1132,info@aqua-duluth-plumbing-heating.drainpros.com,https://www.aqua-duluth-plumbing-heating.com,Brenda Cox,Duluth,MN,Minnesota,Plumbing,"7627 Lake Dr, Duluth, MN",66,national_scrape_v1,new
Premier Minneapolis Drain Cleaning,(952) 804-9509,info@premier-minneapolis-drain-cleaning.rooter.com,https://www.premier-minneapolis-drain-cleaning.org,Diane Miller,Minneapolis,MN,Minnesota,Plumbing,"9891 Maple Dr, Minneapolis, MN",55,national_scrape_v1,new
First Minneapolis Roofing & Siding,(763) 752-6940,info@first-minneapolis-roofing-siding.roofers.net,https://www.first-minneapolis-roofing-siding.co,Donald Green,Minneapolis,MN,Minnesota,Roofing,"7218 College Ave, Minneapolis, MN",47,national_scrape_v1,new
Power Minneapolis Roofing Contractors,(651) 909-6534,info@power-minneapolis-roofing-contractors.roofing.com,https://www.power-minneapolis-roofing-contractors.org,Angela Patel,Minneapolis,MN,Minnesota,Roofing,"126 Business Park Dr, Minneapolis, MN",64,national_scrape_v1,new
Royal Duluth Roofing Solutions,(612) 314-2111,info@royal-duluth-roofing-solutions.roofpros.com,https://www.royal-duluth-roofing-solutions.com,Andrew James,Duluth,MN,Minnesota,Roofing,"4393 Sunset Blvd, Duluth, MN",86,national_scrape_v1,new
CertainTeed of Minneapolis,(763) 718-3898,info@certainteed-of-minneapolis.exteriors.com,https://www.certainteed-of-minneapolis.com,James Bennett,Minneapolis,MN,Minnesota,Roofing,"9554 Mill St, Minneapolis, MN",58,national_scrape_v1,new
Precision Rochester Exteriors,(651) 741-4252,info@precision-rochester-exteriors.roofingcontractors.com,https://www.precision-rochester-exteriors.co,William Hill,Rochester,MN,Minnesota,Roofing,"7964 Medical Center Dr, Rochester, MN",82,national_scrape_v1,new
Best Saint Paul Roofing & Remodeling,(218) 209-2813,info@best-saint-paul-roofing-remodeling.roofsolutions.com,https://www.best-saint-paul-roofing-remodeling.org,Dorothy Williams,Saint Paul,MN,Minnesota,Roofing,"8774 Business Park Dr, Saint Paul, MN",49,national_scrape_v1,new
North Rochester Roofing Contractors,(952) 288-7542,info@north-rochester-roofing-contractors.roofingcontractors.com,https://www.north-rochester-roofing-contractors.co,Gary Evans,Rochester,MN,Minnesota,Roofing,"1524 Jefferson Dr, Rochester, MN",95,national_scrape_v1,new
Apex Saint Paul Roofing & Remodeling,(651) 315-6425,info@apex-saint-paul-roofing-remodeling.exteriors.com,https://www.apex-saint-paul-roofing-remodeling.us,Margaret Walker,Saint Paul,MN,Minnesota,Roofing,"9302 Lincoln Ave, Saint Paul, MN",61,national_scrape_v1,new
Atlas Roofing of Saint Paul,(952) 781-8318,info@atlas-roofing-of-saint-paul.roofsolutions.com,https://www.atlas-roofing-of-saint-paul.us,Rebecca Edwards,Saint Paul,MN,Minnesota,Roofing,"1235 Jefferson Dr, Saint Paul, MN",43,national_scrape_v1,new
Modern Duluth Roofing & Construction,(507) 350-6701,info@modern-duluth-roofing-construction.roofpros.com,https://www.modern-duluth-roofing-construction.us,Christopher Nguyen,Duluth,MN,Minnesota,Roofing,"2806 Adams Blvd, Duluth, MN",72,national_scrape_v1,new
CertainTeed of Duluth,(763) 650-6118,info@certainteed-of-duluth.roofingcontractors.com,https://www.certainteed-of-duluth.com,Helen Foster,Duluth,MN,Minnesota,Roofing,"2318 Adams Blvd, Duluth, MN",74,national_scrape_v1,new
ProTech Minneapolis Roofing & Siding,(952) 522-4382,info@protech-minneapolis-roofing-siding.roofing.com,https://www.protech-minneapolis-roofing-siding.net,Jack Peterson,Minneapolis,MN,Minnesota,Roofing,"9195 School St, Minneapolis, MN",82,national_scrape_v1,new
Ironclad Rochester Roofing & Remodeling,(763) 855-5782,info@ironclad-rochester-roofing-remodeling.roofpros.com,https://www.ironclad-rochester-roofing-remodeling.org,Jonathan Martin,Rochester,MN,Minnesota,Roofing,"654 1st St, Rochester, MN",79,national_scrape_v1,new
Malarkey Roofing of Rochester,(218) 653-4151,info@malarkey-roofing-of-rochester.roofers.net,https://www.malarkey-roofing-of-rochester.com,Emma Anderson,Rochester,MN,Minnesota,Roofing,"6119 Monroe St, Rochester, MN",83,national_scrape_v1,new
Easy Minneapolis Roofing & Remodeling,(320) 736-5564,info@easy-minneapolis-roofing-remodeling.roofingcontractors.com,https://www.easy-minneapolis-roofing-remodeling.org,Joseph Thomas,Minneapolis,MN,Minnesota,Roofing,"6478 Lake Dr, Minneapolis, MN",64,national_scrape_v1,new
Keystone Saint Paul Roofing Services,(320) 744-4182,info@keystone-saint-paul-roofing-services.roofers.net,https://www.keystone-saint-paul-roofing-services.org,John Mitchell,Saint Paul,MN,Minnesota,Roofing,"9302 Cedar Ln, Saint Paul, MN",85,national_scrape_v1,new
Atlas Roofing of Duluth,(320) 527-7259,info@atlas-roofing-of-duluth.roofpros.com,https://www.atlas-roofing-of-duluth.net,Patrick Ross,Duluth,MN,Minnesota,Roofing,"1606 Business Park Dr, Duluth, MN",78,national_scrape_v1,new
Duluth Roofing Services,(651) 325-9380,info@duluth-roofing-services.exteriors.com,https://www.duluth-roofing-services.net,Anthony Thomas,Duluth,MN,Minnesota,Roofing,"4291 Elm St, Duluth, MN",48,national_scrape_v1,new
GAF of Saint Paul,(320) 575-1672,info@gaf-of-saint-paul.roofingservices.com,https://www.gaf-of-saint-paul.com,Carol Ward,Saint Paul,MN,Minnesota,Roofing,"5571 Sunset Blvd, Saint Paul, MN",44,national_scrape_v1,new
Accurate Rochester Roof Pros,(612) 807-1191,info@accurate-rochester-roof-pros.roofingservices.com,https://www.accurate-rochester-roof-pros.org,Joshua Ramos,Rochester,MN,Minnesota,Roofing,"7235 Madison Ave, Rochester, MN",40,national_scrape_v1,new
Five Star Saint Paul Electrical Systems,(651) 266-8277,info@five-star-saint-paul-electrical-systems.powerandlight.com,https://www.five-star-saint-paul-electrical-systems.us,Timothy Myers,Saint Paul,MN,Minnesota,Electrical,"702 Cedar Ln, Saint Paul, MN",86,national_scrape_v1,new
Power Up Electric of Rochester,(320) 491-9570,info@power-up-electric-of-rochester.electricpros.com,https://www.power-up-electric-of-rochester.us,Larry King,Rochester,MN,Minnesota,Electrical,"2882 Market St, Rochester, MN",42,national_scrape_v1,new
Power Up Electric of Duluth,(507) 314-7169,info@power-up-electric-of-duluth.electrical.com,https://www.power-up-electric-of-duluth.co,Maria Gutierrez,Duluth,MN,Minnesota,Electrical,"3080 North St, Duluth, MN",84,national_scrape_v1,new
Arrow Saint Paul Electrical,(320) 656-7959,info@arrow-saint-paul-electrical.electricalsolutions.com,https://www.arrow-saint-paul-electrical.us,Emily Baker,Saint Paul,MN,Minnesota,Electrical,"2833 Main St, Saint Paul, MN",54,national_scrape_v1,new
Electricians Inc of Saint Paul,(507) 297-1404,info@electricians-inc-of-saint-paul.powerandlight.com,https://www.electricians-inc-of-saint-paul.org,Stephen Lewis,Saint Paul,MN,Minnesota,Electrical,"262 Monroe St, Saint Paul, MN",94,national_scrape_v1,new
Mister Sparky of Duluth,(320) 867-7661,info@mister-sparky-of-duluth.electricalservices.com,https://www.mister-sparky-of-duluth.us,Stephen Hernandez,Duluth,MN,Minnesota,Electrical,"183 3rd St, Duluth, MN",88,national_scrape_v1,new
Sure Rochester Electric Co.,(507) 806-3596,info@sure-rochester-electric-co.electrict.com,https://www.sure-rochester-electric-co.org,Eric Perez,Rochester,MN,Minnesota,Electrical,"4401 West St, Rochester, MN",66,national_scrape_v1,new
Flash Duluth Electric,(952) 796-9796,info@flash-duluth-electric.electricalservices.com,https://www.flash-duluth-electric.com,Brenda Davis,Duluth,MN,Minnesota,Electrical,"7247 Washington St, Duluth, MN",91,national_scrape_v1,new
Wire Works of Minneapolis,(651) 667-9616,info@wire-works-of-minneapolis.electricalservices.com,https://www.wire-works-of-minneapolis.us,Kenneth Miller,Minneapolis,MN,Minnesota,Electrical,"4749 Church St, Minneapolis, MN",40,national_scrape_v1,new
Volt Minneapolis Electricians,(952) 460-2135,info@volt-minneapolis-electricians.electrict.com,https://www.volt-minneapolis-electricians.us,Amanda Jones,Minneapolis,MN,Minnesota,Electrical,"5525 Victory Blvd, Minneapolis, MN",72,national_scrape_v1,new
Sure Saint Paul Electric,(320) 807-1617,info@sure-saint-paul-electric.electrical.com,https://www.sure-saint-paul-electric.co,Mary Flores,Saint Paul,MN,Minnesota,Electrical,"564 College Ave, Saint Paul, MN",90,national_scrape_v1,new
Harbor Minneapolis Electrical & Lighting,(763) 812-2872,info@harbor-minneapolis-electrical-lighting.electrict.com,https://www.harbor-minneapolis-electrical-lighting.org,Angela Green,Minneapolis,MN,Minnesota,Electrical,"4724 Lake Dr, Minneapolis, MN",49,national_scrape_v1,new
Electricians Inc of Duluth,(763) 413-5383,info@electricians-inc-of-duluth.electricalsolutions.com,https://www.electricians-inc-of-duluth.us,Jennifer Harris,Duluth,MN,Minnesota,Electrical,"2590 Commerce Dr, Duluth, MN",50,national_scrape_v1,new
All Rochester Electricians,(651) 346-7908,info@all-rochester-electricians.electrict.com,https://www.all-rochester-electricians.co,James Murphy,Rochester,MN,Minnesota,Electrical,"7016 Sunset Blvd, Rochester, MN",82,national_scrape_v1,new
Master Duluth Electrical & Lighting,(612) 356-1333,info@master-duluth-electrical-lighting.electricalservices.com,https://www.master-duluth-electrical-lighting.com,Joseph Reed,Duluth,MN,Minnesota,Electrical,"9530 Church St, Duluth, MN",86,national_scrape_v1,new
Rochester Electric,(612) 543-5830,info@rochester-electric.electrical.com,https://www.rochester-electric.org,Sandra Scott,Rochester,MN,Minnesota,Electrical,"1285 Park Ave, Rochester, MN",71,national_scrape_v1,new
Copper Minneapolis Electrical Pros,(320) 728-1382,info@copper-minneapolis-electrical-pros.electrician.net,https://www.copper-minneapolis-electrical-pros.us,Samantha Cox,Minneapolis,MN,Minnesota,Electrical,"7991 Victory Blvd, Minneapolis, MN",66,national_scrape_v1,new
Express Saint Paul Electrical Contractors,(952) 732-3456,info@express-saint-paul-electrical-contractor.electrict.com,https://www.express-saint-paul-electrical-contractors.us,John Mitchell,Saint Paul,MN,Minnesota,Electrical,"4549 River Rd, Saint Paul, MN",48,national_scrape_v1,new
National Minneapolis Electrical Contractors,(612) 629-8236,info@national-minneapolis-electrical-contract.electrical.com,https://www.national-minneapolis-electrical-contractors.co,Edward Nelson,Minneapolis,MN,Minnesota,Electrical,"3142 Victory Blvd, Minneapolis, MN",64,national_scrape_v1,new
Frontier Duluth Cafe,(952) 296-6959,info@frontier-duluth-cafe.opentable.net,https://www.frontier-duluth-cafe.us,Cynthia Diaz,Duluth,MN,Minnesota,Restaurant,"6279 North St, Duluth, MN",65,national_scrape_v1,new
Saint Paul Japanese Cafe,(320) 391-4789,info@saint-paul-japanese-cafe.eatery.net,https://www.saint-paul-japanese-cafe.co,Emily Scott,Saint Paul,MN,Minnesota,Restaurant,"2758 1st St, Saint Paul, MN",64,national_scrape_v1,new
Rocky Duluth Grill,(952) 435-2340,info@rocky-duluth-grill.restaurant.com,https://www.rocky-duluth-grill.org,Emma Price,Duluth,MN,Minnesota,Restaurant,"6269 Commerce Dr, Duluth, MN",95,national_scrape_v1,new
Old Kitchen Rochester,(612) 998-4106,info@old-kitchen-rochester.foodandwine.com,https://www.old-kitchen-rochester.us,Jacob Collins,Rochester,MN,Minnesota,Restaurant,"2814 Oak Ave, Rochester, MN",83,national_scrape_v1,new
Minneapolis Bistro,(320) 552-6564,info@minneapolis-bistro.yelp.com,https://www.minneapolis-bistro.us,Maria Nguyen,Minneapolis,MN,Minnesota,Restaurant,"3347 Victory Blvd, Minneapolis, MN",56,national_scrape_v1,new
Park Minneapolis Diner,(507) 423-9583,info@park-minneapolis-diner.foodandwine.com,https://www.park-minneapolis-diner.com,Patricia Hughes,Minneapolis,MN,Minnesota,Restaurant,"8273 Liberty Ave, Minneapolis, MN",84,national_scrape_v1,new
Saint Paul Chinese Bar & Grill,(952) 918-4360,info@saint-paul-chinese-bar-grill.eatery.net,https://www.saint-paul-chinese-bar-grill.org,Angela Lewis,Saint Paul,MN,Minnesota,Restaurant,"953 Corporate Dr, Saint Paul, MN",49,national_scrape_v1,new
McDonald's of Saint Paul,(651) 693-5317,info@mcdonalds-of-saint-paul.orderfood.com,https://www.mcdonalds-of-saint-paul.net,Cynthia Sanders,Saint Paul,MN,Minnesota,Restaurant,"9022 Jackson Dr, Saint Paul, MN",64,national_scrape_v1,new
Wharf Duluth Steakhouse,(952) 385-5302,info@wharf-duluth-steakhouse.dinein.com,https://www.wharf-duluth-steakhouse.us,Paul Turner,Duluth,MN,Minnesota,Restaurant,"4978 Oak Ave, Duluth, MN",70,national_scrape_v1,new
Rocky Duluth Eatery,(218) 392-7548,info@rocky-duluth-eatery.orderfood.com,https://www.rocky-duluth-eatery.co,Steven Turner,Duluth,MN,Minnesota,Restaurant,"9722 4th Blvd, Duluth, MN",61,national_scrape_v1,new
Queens Rochester Bar & Grill,(651) 409-8474,info@queens-rochester-bar-grill.dining.com,https://www.queens-rochester-bar-grill.org,Timothy Allen,Rochester,MN,Minnesota,Restaurant,"9071 Elm St, Rochester, MN",71,national_scrape_v1,new
Duluth Japanese Restaurant,(763) 345-2824,info@duluth-japanese-restaurant.dining.com,https://www.duluth-japanese-restaurant.com,William Ortiz,Duluth,MN,Minnesota,Restaurant,"1944 Liberty Ave, Duluth, MN",58,national_scrape_v1,new
Duluth Eatery,(952) 696-6319,info@duluth-eatery.dining.com,https://www.duluth-eatery.com,Paul Bailey,Duluth,MN,Minnesota,Restaurant,"5631 Professional Pkwy, Duluth, MN",76,national_scrape_v1,new
Tasty Table Rochester,(612) 266-9526,info@tasty-table-rochester.dinein.com,https://www.tasty-table-rochester.us,Barbara Thompson,Rochester,MN,Minnesota,Restaurant,"1159 Industrial Blvd, Rochester, MN",91,national_scrape_v1,new
Domino's of Rochester,(651) 812-4837,info@dominos-of-rochester.eatery.net,https://www.dominos-of-rochester.org,Jason Bailey,Rochester,MN,Minnesota,Restaurant,"4335 College Ave, Rochester, MN",69,national_scrape_v1,new
Prairie Minneapolis Kitchen & Bar,(612) 789-1787,info@prairie-minneapolis-kitchen-bar.foodandwine.com,https://www.prairie-minneapolis-kitchen-bar.org,Timothy Lopez,Minneapolis,MN,Minnesota,Restaurant,"6541 Main St, Minneapolis, MN",86,national_scrape_v1,new
Sunset Rochester Restaurant,(612) 820-7185,info@sunset-rochester-restaurant.opentable.net,https://www.sunset-rochester-restaurant.org,Catherine Martinez,Rochester,MN,Minnesota,Restaurant,"776 Hill St, Rochester, MN",68,national_scrape_v1,new
Royal Rochester Bistro,(507) 482-8241,info@royal-rochester-bistro.restaurant.com,https://www.royal-rochester-bistro.com,Emily Lee,Rochester,MN,Minnesota,Restaurant,"3554 Highland Ave, Rochester, MN",85,national_scrape_v1,new
Tide Rochester Eatery,(507) 379-2049,info@tide-rochester-eatery.opentable.net,https://www.tide-rochester-eatery.co,Kevin Sanders,Rochester,MN,Minnesota,Restaurant,"774 Pine St, Rochester, MN",49,national_scrape_v1,new
Rocky Saint Paul Steakhouse,(952) 280-4930,info@rocky-saint-paul-steakhouse.foodandwine.com,https://www.rocky-saint-paul-steakhouse.co,Elizabeth Thomas,Saint Paul,MN,Minnesota,Restaurant,"7728 Maple Dr, Saint Paul, MN",83,national_scrape_v1,new
